asof,window,n_days,cagr_giveback_pp,mdd_improve_pp,gate,sleeve,book
2023-01-31,ytd,13,,,INSUFFICIENT,CHAL_E45_E3,CHAL_E45_E3
2023-01-31,trailing_1y,241,2.1497338546618616,0.18754848607774877,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-02-24,ytd,31,-9.038247143537426,0.40243140188503945,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-02-24,trailing_1y,246,1.30591399841955,0.18754848607772656,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-03-31,ytd,54,-6.995720894594504,1.3457914340616162,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-03-31,trailing_1y,245,0.8400301439892677,0.18754848607774877,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-04-28,ytd,71,-11.897324780510822,1.3457914340616162,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-04-28,trailing_1y,244,-0.1604818964210608,0.8360459675138876,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-05-31,ytd,92,-12.703538490407752,1.3457914340616162,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-05-31,trailing_1y,243,-2.54173509356308,2.5540959716300216,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-06-30,ytd,112,-10.765683857086007,1.3457914340616162,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-06-30,trailing_1y,242,-1.4001512677593864,2.5540959716299994,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-07-31,ytd,133,-13.462434718978544,1.3457914340616162,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-07-31,trailing_1y,241,-5.106810247218396,2.5540959716300327,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-08-31,ytd,155,-11.396888172877784,0.8998074072570805,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-08-31,trailing_1y,241,-6.184701243914281,1.8704223758081784,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-09-28,ytd,175,-9.6218380891949,0.8566331214940104,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-09-28,trailing_1y,242,-5.446572318628851,1.3702935946946382,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-10-31,ytd,195,-8.108606745559122,0.3910186106585001,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-10-31,trailing_1y,240,-4.065174619120149,0.391018610658489,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-11-30,ytd,217,-6.111744072408332,0.3910186106585001,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-11-30,trailing_1y,240,-4.508048621282756,0.39101861065847787,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-12-29,ytd,238,-4.641665421126651,0.3910186106585001,PASS,CHAL_E45_E3,CHAL_E45_E3
2023-12-29,trailing_1y,240,-4.2469465586293165,0.39101861065847787,PASS,CHAL_E45_E3,CHAL_E45_E3
2024-01-31,ytd,22,0.43018889555804796,0.45804222796884675,PASS,CHAL_E45_E3,CHAL_E45_E3
2024-01-31,trailing_1y,248,-3.77366195461053,0.391018610658489,PASS,CHAL_E45_E3,CHAL_E45_E3
2024-02-29,ytd,35,1.4654554859319435,0.45804222796884675,PASS,CHAL_E45_E3,CHAL_E45_E3
2024-02-29,trailing_1y,242,-3.4377999353960353,0.391018610658489,PASS,CHAL_E45_E3,CHAL_E45_E3
2024-03-29,ytd,56,10.372491065301205,0.45804222796884675,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-03-29,trailing_1y,242,-0.6629154254623071,0.39101861065847787,PASS,CHAL_E45_E3,CHAL_E45_E3
2024-04-30,ytd,76,11.96115788861678,0.45804222796884675,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-04-30,trailing_1y,243,2.940408585169796,0.3910186106585001,PASS,CHAL_E45_E3,CHAL_E45_E3
2024-05-31,ytd,98,18.81113497434579,0.45804222796884675,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-05-31,trailing_1y,244,6.882581818849554,0.39101861065847787,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-06-28,ytd,117,21.461998925412118,0.6577309803982634,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-06-28,trailing_1y,245,9.554661040219514,0.39101861065847787,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-07-31,ytd,138,19.71289654042043,0.6577309803982634,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-07-31,trailing_1y,243,11.92799285817452,0.39101861065847787,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-08-30,ytd,160,14.17077241338367,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-08-30,trailing_1y,244,12.550949672418454,0.9668799409459417,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-09-30,ytd,180,12.955048473805576,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-09-30,trailing_1y,243,12.518753609734713,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-10-30,ytd,199,11.521446816713144,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-10-30,trailing_1y,243,12.525065970889514,0.9668799409459639,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-11-29,ytd,220,12.011992171626051,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-11-29,trailing_1y,242,11.666282739319156,0.9668799409459639,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-12-31,ytd,242,11.775744014453915,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2024-12-31,trailing_1y,242,11.775744014453915,0.9668799409459528,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-01-22,ytd,15,,,INSUFFICIENT,CHAL_E45_E3,CHAL_E45_E3
2025-01-22,trailing_1y,242,16.64267754163027,0.9668799409459417,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-02-27,ytd,33,21.13858715963717,-0.0036188421440042084,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-02-27,trailing_1y,241,15.159627870874415,0.9668799409459639,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-03-31,ytd,54,13.913943474436973,0.742653800019133,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-03-31,trailing_1y,240,13.065188480776824,0.9668799409459639,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-04-30,ytd,74,13.71110987442189,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-04-30,trailing_1y,241,12.831115172262297,-0.36592029753574895,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-05-29,ytd,94,6.2873106597591155,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-05-29,trailing_1y,241,7.54843537088179,-0.36592029753578226,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-06-30,ytd,110,4.650698666206554,0.23868350428489782,ALERT,CHAL_E45_E3,CHAL_E45_E3
2025-06-30,trailing_1y,235,4.627397962468893,-0.36592029753574895,ALERT,CHAL_E45_E3,CHAL_E45_E3
2025-07-31,ytd,133,9.115418673270847,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-07-31,trailing_1y,238,7.160960735451194,-0.36592029753574895,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-08-29,ytd,154,10.635106389956972,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-08-29,trailing_1y,238,10.2764526857393,0.029345360377741603,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-09-30,ytd,175,12.777506504198577,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-09-30,trailing_1y,238,12.082133965576936,0.029345360377741603,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-10-31,ytd,195,12.539901436688861,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-10-31,trailing_1y,238,13.68346653921484,0.029345360377752705,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-11-28,ytd,215,12.418502476474869,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-11-28,trailing_1y,239,12.598087911776211,0.029345360377752705,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-12-31,ytd,237,13.137019344039636,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2025-12-31,trailing_1y,238,13.564242516614478,0.23868350428489782,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-01-30,ytd,21,63.354043011434435,0.1168204549925278,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-01-30,trailing_1y,243,15.339184167800003,0.23868350428490892,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-02-26,ytd,33,183.21051521876794,0.4196771699808144,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-02-26,trailing_1y,239,24.792089994800225,0.23868350428488672,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-03-31,ytd,55,21.637002116831262,4.481576247378838,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-03-31,trailing_1y,239,15.889961755223991,3.9121918486218044,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-04-30,ytd,75,7.715724197129026,4.65940710430075,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-04-30,trailing_1y,239,12.067085812310573,4.659407104300728,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-05-29,ytd,94,2.2200081184060583,7.228128799143452,PASS,CHAL_E45_E3,CHAL_E45_E3
2026-05-29,trailing_1y,238,12.576905660059401,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-06-30,ytd,115,18.43741655532718,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-06-30,trailing_1y,243,21.91255408479016,7.2281287991434295,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-07-31,ytd,137,24.93296371839513,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-07-31,trailing_1y,242,23.447236487240986,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-08-31,ytd,158,19.785723898122853,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-08-31,trailing_1y,241,19.380740894472037,7.228128799143441,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-09-04,ytd,162,23.22807683620185,7.228128799143452,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2026-09-04,trailing_1y,242,20.493436961884793,7.228128799143441,PAUSE_REVIEW,CHAL_E45_E3,CHAL_E45_E3
2023-01-31,ytd,13,,,INSUFFICIENT,BLEND_E45_A25,BLEND_E45_A25
2023-01-31,trailing_1y,241,2.7892515523326056,-1.3807707639684974,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-02-24,ytd,31,-13.40744907945206,0.3706075787438756,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-02-24,trailing_1y,246,1.8372290892379572,-1.3807707639685196,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-03-31,ytd,54,-9.248931292943329,1.0917759453281883,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-03-31,trailing_1y,245,1.3688284033262832,-1.3807707639685085,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-04-28,ytd,71,-11.952324546772463,1.0917759453281883,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-04-28,trailing_1y,244,0.7970709486111116,-0.8199382612766426,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-05-31,ytd,92,-12.313388675334025,1.0917759453281883,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-05-31,trailing_1y,243,-1.2525920761112364,0.5162860522361257,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-06-30,ytd,112,-11.677976519597832,1.0917759453281883,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-06-30,trailing_1y,242,-1.6550544258965294,0.5162860522361146,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-07-31,ytd,133,-13.486596926229467,1.0917759453281883,PASS,BLEND_E45_A25,BLEND_E45_A25
2023-07-31,trailing_1y,241,-4.566431123251857,0.5162860522361368,PASS,BLEND_E45_A25,BLEND_E45_A25
