window,start,end,n_days,base_cagr,base_mdd,chal_cagr,chal_mdd,mdd_improve_pp,cagr_giveback_pp,rel_nav_end,score
mtd,2026-09-01,2026-09-24,18,1.737010229498559,-0.03203271831485699,1.7431165896991754,-0.029952489508105806,0.20802288067511832,-0.610636020061639,1.0001503498544144,-0.09729512935570117
ytd,2026-01-01,2026-09-24,176,0.5725671542671384,-0.09534448733433065,0.5479285029398755,-0.0693672677144962,2.5977219619834457,2.463865132726295,0.9890933670166487,1.3657893956202982
trailing_1y,2025-09-24,2026-09-24,242,0.4330543506954594,-0.09534448733433076,0.4046726685166311,-0.0693672677144962,2.597721961983457,2.8381682178828305,0.9810512326888188,1.1786378530420416
heldout_2019_plus,2019-01-01,2026-09-24,1870,0.1556164535284117,-0.25273398345556986,0.15294862252481467,-0.1485664590506468,10.416752440492305,0.2667831003597021,0.9830043344151047,10.283360890312453
sealed_2023_plus,2023-01-01,2026-09-24,893,0.2228313144609122,-0.09713727979616815,0.17575617952930012,-0.0693672677144962,2.7770012081671958,4.707513493161208,0.870263873224443,0.42324446158659157
full,2012-12-04,2026-09-24,3365,0.12378041465146472,-0.25273398345556986,0.12060650639019821,-0.1485664590506467,10.416752440492317,0.31739082612665115,0.9629481733340816,10.258057027428992
