date,contract_date,open_interest,volume,close,oi,doi,doi_z
2019-07-01,201907,102419,97751,10767.0,102419,4645.0,0.28244025073152657
2019-07-02,201907,97428,61053,10749.0,97428,-4991.0,-0.31162130006658084
2019-07-03,201907,89342,110757,10641.0,89342,-8086.0,-0.49020381534821666
2019-07-04,201907,88873,77799,10710.0,88873,-469.0,-0.017250649656380134
2019-07-05,201907,87391,77791,10718.0,87391,-1482.0,-0.08277655006630734
2019-07-08,201907,85547,105869,10665.0,85547,-1844.0,-0.10947024163983084
2019-07-09,201907,87761,79635,10650.0,87761,2214.0,0.12696160188562414
2019-07-10,201907,88693,99635,10731.0,88693,932.0,0.027489496054890684
2019-07-11,201907,88920,86527,10814.0,88920,227.0,-0.04138645786742393
2019-07-12,201907,85758,77492,10810.0,85758,-3162.0,-0.27338699729226185
2019-07-15,201907,60661,142849,10849.0,60661,-25097.0,-1.9880395718357773
2019-07-16,201907,36668,94778,10876.0,36668,-23993.0,-1.8108220203821337
2019-07-17,201907,21326,73472,10831.0,21326,-15342.0,-1.0967182920958995
2019-07-18,201908,77440,78967,10651.0,77440,56114.0,3.8172884648034326
2019-07-19,201908,81442,96597,10744.0,81442,4002.0,0.2883307248676425
2019-07-22,201908,86593,78276,10794.0,86593,5151.0,0.36381907479838044
2019-07-23,201908,84279,76794,10803.0,84279,-2314.0,-0.14210341076006494
2019-07-24,201908,82492,66376,10804.0,82492,-1787.0,-0.10347241752328004
2019-07-25,201908,81821,73933,10822.0,81821,-671.0,-0.027783593416827658
2019-07-26,201908,81754,53262,10787.0,81754,-67.0,0.012825343787309332
2019-07-29,201908,83933,83205,10782.0,83933,2179.0,0.16794689297113335
2019-07-30,201908,85805,91827,10752.0,85805,1872.0,0.1363079124445706
2019-07-31,201908,82881,103963,10737.0,82881,-2924.0,-0.18443995259371404
2019-08-01,201908,83112,109370,10644.0,83112,231.0,0.02642425070756005
2019-08-02,201908,88918,142909,10469.0,88918,5806.0,0.3993308333575422
2019-08-05,201908,92332,135670,10379.0,92332,3414.0,0.2184265676527004
2019-08-06,201908,85380,199053,10331.0,85380,-6952.0,-0.4923085470780561
2019-08-07,201908,85660,113948,10347.0,85660,280.0,-0.02521842090348675
2019-08-08,201908,84753,122318,10439.0,84753,-907.0,-0.12862458616038228
2019-08-12,201908,83481,87087,10441.0,83481,-1272.0,-0.1011654676488537
2019-08-13,201908,83395,102839,10342.0,83395,-86.0,0.004876418377606938
2019-08-14,201908,83500,107891,10429.0,83500,105.0,0.01877593940362505
2019-08-15,201908,85829,117015,10301.0,85829,2329.0,0.19884701688651116
2019-08-16,201908,73710,135144,10414.0,73710,-12119.0,-0.9825209787973481
2019-08-19,201908,51518,113319,10484.0,51518,-22192.0,-1.7314209131875447
2019-08-20,201908,35340,94358,10527.0,35340,-16178.0,-1.2158520881098094
2019-08-21,201908,17457,61159,10528.0,17457,-17883.0,-1.3085096973401804
2019-08-22,201909,81181,105769,10477.0,81181,63724.0,4.156203708535597
2019-08-23,201909,83221,76901,10499.0,83221,2040.0,0.13194937646510066
2019-08-26,201909,86065,120532,10307.0,86065,2844.0,0.1830036634330412
2019-08-27,201909,84237,73290,10364.0,84237,-1828.0,-0.11971536397318563
2019-08-28,201909,84668,86584,10413.0,84668,431.0,0.023724233472417953
2019-08-29,201909,86323,84003,10430.0,86323,1655.0,0.10045519964197727
2019-08-30,201909,89462,79713,10576.0,89462,3139.0,0.19679018794793232
2019-09-02,201909,89036,60427,10605.0,89036,-426.0,-0.03501650354493108
2019-09-03,201909,89704,91892,10543.0,89704,668.0,0.04191462339945337
2019-09-04,201909,93962,86712,10644.0,93962,4258.0,0.26809719145060085
2019-09-05,201909,90714,91108,10735.0,90714,-3248.0,-0.22188849372807948
2019-09-06,201909,90848,68005,10768.0,90848,134.0,-0.005658654002658389
2019-09-09,201909,91352,68953,10792.0,91352,504.0,0.013788704289468963
2019-09-10,201909,90246,76441,10743.0,90246,-1106.0,-0.10350930886343554
2019-09-11,201909,85869,89245,10773.0,85869,-4377.0,-0.33604181998667515
2019-09-12,201909,89210,101288,10824.0,89210,3341.0,0.16438042273495587
2019-09-16,201909,76200,107760,10881.0,76200,-13010.0,-0.9556644275479448
2019-09-17,201909,52416,86095,10863.0,52416,-23784.0,-1.686422511442071
2019-09-18,201909,37407,59301,10959.0,37407,-15009.0,-1.01457963060681
2019-09-19,201910,88886,91304,10870.0,88886,51479.0,3.3644661636345083
2019-09-20,201910,90803,60402,10901.0,90803,1917.0,0.13239359975759873
2019-09-23,201910,90753,75227,10894.0,90753,-50.0,0.008319562880669587
2019-09-24,201910,92890,89403,10908.0,92890,2137.0,0.1446211144586943
2019-09-25,201910,92783,100205,10841.0,92783,-107.0,0.0034971336013673053
2019-09-26,201910,92606,83512,10843.0,92606,-177.0,-0.006310246497945191
2019-09-27,201910,92770,94839,10824.0,92770,164.0,0.006994984512330715
2019-10-01,201910,99107,91075,10954.0,99107,6337.0,0.40306404232546145
2019-10-02,201910,96454,67011,10922.0,96454,-2653.0,-0.18324988972768366
2019-10-03,201910,96220,97211,10851.0,96220,-234.0,-0.026921119054039096
2019-10-04,201910,94539,106799,10880.0,94539,-1681.0,-0.1172595138459075
2019-10-07,201910,94778,68946,10915.0,94778,239.0,0.008993111368814
2019-10-08,201910,99201,85671,11001.0,99201,4423.0,0.27772375151870743
2019-10-09,201910,85510,90482,10880.0,85510,-13691.0,-0.8883075757117931
2019-10-14,201910,63557,114852,11076.0,63557,-21953.0,-1.435538010206091
2019-10-15,201910,34156,99518,11108.0,34156,-29401.0,-1.8959712844038459
2019-10-16,201910,17029,66943,11145.0,17029,-17127.0,-1.0991711978518102
2019-10-17,201911,98985,56152,11157.0,98985,81956.0,4.70228426660575
2019-10-18,201911,99069,91145,11150.0,99069,84.0,-0.012094017302217963
2019-10-21,201911,98120,54208,11155.0,98120,-949.0,-0.06582746178423665
2019-10-22,201911,99541,78469,11242.0,99541,1421.0,0.06730893607827344
2019-10-23,201911,98893,79441,11201.0,98893,-648.0,-0.05316236968101555
2019-10-24,201911,101399,71647,11290.0,101399,2506.0,0.1257558881872898
2019-10-25,201911,99882,61411,11284.0,99882,-1517.0,-0.10494381285329166
2019-10-28,201911,99205,52213,11311.0,99205,-677.0,-0.05374323188259508
2019-10-29,201911,98620,80689,11326.0,98620,-585.0,-0.04607552271411404
2019-10-30,201911,99342,66641,11338.0,99342,722.0,0.025835020531888176
2019-10-31,201911,99886,74398,11346.0,99886,544.0,0.015261090700525733
2019-11-01,201911,100546,60298,11371.0,100546,660.0,0.02692898624681423
2019-11-04,201911,105765,102908,11544.0,105765,5219.0,0.28841068912168016
2019-11-05,201911,102171,85555,11645.0,102171,-3594.0,-0.2239052420720392
2019-11-06,201911,99715,89714,11653.0,99715,-2456.0,-0.1554617756921885
2019-11-07,201911,96468,98305,11596.0,96468,-3247.0,-0.19885733443626574
2019-11-08,201911,94750,93120,11573.0,94750,-1718.0,-0.1100935429781083
2019-11-11,201911,97144,115934,11437.0,97144,2394.0,0.12504057042869574
2019-11-12,201911,94798,77144,11523.0,94798,-2346.0,-0.14635284491966785
2019-11-13,201911,90991,104040,11466.0,90991,-3807.0,-0.2247498099219898
2019-11-14,201911,90392,106892,11456.0,90392,-599.0,-0.05084917017014677
2019-11-15,201911,82923,107490,11532.0,82923,-7469.0,-0.4694256450379021
2019-11-18,201911,60912,107411,11593.0,60912,-22011.0,-1.3091156149576848
2019-11-19,201911,41709,96240,11644.0,41709,-19203.0,-1.1423488472774506
2019-11-20,201911,22951,62136,11607.0,22951,-18758.0,-1.170467206553262
2019-11-21,201912,85493,135473,11544.0,85493,62542.0,3.619984103007873
2019-11-22,201912,86002,80409,11556.0,86002,509.0,0.029546516880370688
2019-11-25,201912,85496,87376,11565.0,85496,-506.0,-0.030530144276466276
2019-11-26,201912,88596,107977,11618.0,88596,3100.0,0.17575607804428992
2019-11-27,201912,87696,70898,11647.0,87696,-900.0,-0.0534547464439454
2019-11-28,201912,87551,88687,11614.0,87551,-145.0,-0.006555651099942724
2019-11-29,201912,91402,131564,11465.0,91402,3851.0,0.22074165380590627
2019-12-02,201912,90603,90579,11502.0,90603,-799.0,-0.047140363457067194
2019-12-03,201912,91515,88994,11524.0,91515,912.0,0.05520599917716389
2019-12-04,201912,88447,106806,11503.0,88447,-3068.0,-0.17558187354050658
2019-12-05,201912,92331,91837,11598.0,92331,3884.0,0.22352491859145807
2019-12-06,201912,90408,88309,11612.0,90408,-1923.0,-0.11045564478063737
2019-12-09,201912,92589,78956,11671.0,92589,2181.0,0.12403468777952407
2019-12-10,201912,88947,73085,11625.0,88947,-3642.0,-0.21390551789974743
2019-12-11,201912,88957,92546,11706.0,88957,10.0,0.000823646949285767
2019-12-12,201912,85740,119427,11853.0,85740,-3217.0,-0.19648829224203104
2019-12-13,201912,82363,117530,11965.0,82363,-3377.0,-0.22936477120268658
2019-12-16,201912,68880,95670,11961.0,68880,-13483.0,-0.829990818552073
2019-12-17,201912,48296,111124,12100.0,48296,-20584.0,-1.2669305439339211
2019-12-18,201912,32030,54946,12118.0,32030,-16266.0,-0.9652267327989813
2019-12-19,202001,85170,92209,12030.0,85170,53140.0,3.0752337236242995
2019-12-20,202001,84059,126757,11979.0,84059,-1111.0,-0.055685449819371936
2019-12-23,202001,84007,75298,12020.0,84007,-52.0,0.005446347650716534
2019-12-24,202001,83808,55384,11983.0,83808,-199.0,-0.003025534553313735
2019-12-25,202001,84522,41599,12020.0,84522,714.0,0.049193416488636905
2019-12-26,202001,85853,52249,12009.0,85853,1331.0,0.08976297696811888
2019-12-27,202001,88703,74454,12097.0,88703,2850.0,0.17230333250527619
2019-12-30,202001,88167,66062,12069.0,88167,-536.0,-0.02323734369273135
2019-12-31,202001,89098,74341,11995.0,89098,931.0,0.05909187339454628
2020-01-02,202001,87608,100401,12102.0,87608,-1490.0,-0.07926260375802394
2020-01-03,202001,85123,172660,12086.0,85123,-2485.0,-0.13020797839952417
2020-01-06,202001,86049,118380,11950.0,86049,926.0,0.053337392733673085
2020-01-07,202001,82993,157264,11871.0,82993,-3056.0,-0.19934658236948702
2020-01-08,202001,81175,158971,11788.0,81175,-1818.0,-0.15764358952518154
2020-01-09,202001,80949,115014,11968.0,80949,-226.0,-0.07904896009375345
2020-01-10,202001,72684,114171,12010.0,72684,-8265.0,-0.6283815104989856
2020-01-13,202001,58810,142642,12117.0,58810,-13874.0,-1.0499329865591513
2020-01-14,202001,39121,104397,12181.0,39121,-19689.0,-1.4599432046524714
2020-01-15,202001,25911,89882,12063.0,25911,-13210.0,-0.9285439512954746
2020-01-16,202002,78587,106272,12056.0,78587,52676.0,3.61575610622184
2020-01-17,202002,77466,101199,12072.0,77466,-1121.0,-0.04926564801729101
2020-01-20,202002,77182,77557,12111.0,77182,-284.0,0.006436112657157651
2020-01-30,202002,86323,248664,11370.0,86323,9141.0,0.6360871365073048
2020-01-31,202002,84049,154361,11468.0,84049,-2274.0,-0.13807445190653778
2020-02-03,202002,84916,206381,11325.0,84916,867.0,0.07528072827390142
2020-02-04,202002,81907,145462,11534.0,81907,-3009.0,-0.1841259695323322
2020-02-05,202002,80299,155144,11542.0,80299,-1608.0,-0.08634351209186995
2020-02-06,202002,81655,122911,11741.0,81655,1356.0,0.11959043208618224
2020-02-07,202002,76980,125747,11592.0,76980,-4675.0,-0.2893986604101228
2020-02-10,202002,77151,147183,11564.0,77151,171.0,0.037212470345695026
2020-02-11,202002,75559,92406,11666.0,75559,-1592.0,-0.08460886116695915
2020-02-12,202002,79401,105501,11771.0,79401,3842.0,0.2786496196906813
2020-02-13,202002,77110,110031,11774.0,77110,-2291.0,-0.1330988137107714
2020-02-14,202002,72508,102988,11812.0,72508,-4602.0,-0.2875499295894776
2020-02-17,202002,56156,109882,11770.0,56156,-16352.0,-1.0620216497211914
2020-02-18,202002,38880,154544,11640.0,38880,-17276.0,-1.0940618573217804
2020-02-19,202002,26809,83637,11760.0,26809,-12071.0,-0.7398183695747009
2020-02-20,202003,74865,137132,11715.0,74865,48056.0,2.9754645460081215
2020-02-21,202003,75344,139432,11664.0,75344,479.0,-0.005141127136142724
2020-02-24,202003,79312,136123,11508.0,79312,3968.0,0.19327928040031037
2020-02-25,202003,81168,148777,11542.0,81168,1856.0,0.14363234694805416
2020-02-26,202003,80774,162698,11421.0,80774,-394.0,-0.022860263382072095
2020-02-27,202003,82289,168661,11273.0,82289,1515.0,0.1168300987401211
2020-03-02,202003,85979,203861,11174.0,85979,3690.0,0.27805507797501355
2020-03-03,202003,81816,165499,11324.0,81816,-4163.0,-0.3025060755401781
2020-03-04,202003,83414,142617,11364.0,83414,1598.0,0.12403338098436902
2020-03-05,202003,88673,112997,11492.0,88673,5259.0,0.3944524030504963
2020-03-06,202003,86748,154698,11269.0,86748,-1925.0,-0.13835015297942171
2020-03-09,202003,85921,213069,10950.0,85921,-827.0,-0.054557966482946224
2020-03-10,202003,83209,209076,10984.0,83209,-2712.0,-0.19517331155512457
2020-03-11,202003,83903,183871,10821.0,83903,694.0,0.06209576255632679
2020-03-12,202003,91379,331510,10367.0,91379,7476.0,0.5537278116230426
2020-03-13,202003,94984,348943,10021.0,94984,3605.0,0.2645285007632732
2020-03-16,202003,70351,260020,9668.0,70351,-24633.0,-1.7572137038383606
2020-03-17,202003,52372,257921,9363.0,52372,-17979.0,-1.238152914404415
2020-03-18,202004,93069,127004,8919.0,93069,40697.0,2.704663940311482
2020-03-19,202004,104495,307231,8353.0,104495,11426.0,0.7339676832336589
2020-03-20,202004,97916,266159,9013.0,97916,-6579.0,-0.4713829669766371
2020-03-23,202004,102203,180341,8688.0,102203,4287.0,0.2300029785545083
2020-03-24,202004,93814,179105,9193.0,93814,-8389.0,-0.6446026313150844
2020-03-25,202004,84344,209717,9583.0,84344,-9470.0,-0.7290489229600942
2020-03-26,202004,81036,190488,9638.0,81036,-3308.0,-0.25103210362366446
2020-03-27,202004,80664,187676,9583.0,80664,-372.0,-0.024372684747960685
2020-03-30,202004,82356,164970,9576.0,82356,1692.0,0.1322299900324857
2020-03-31,202004,83397,142747,9596.0,83397,1041.0,0.08164933419564152
2020-04-01,202004,83725,116273,9552.0,83725,328.0,0.028006017475750877
2020-04-06,202004,82196,146380,9826.0,82196,-1529.0,-0.10949228265684002
2020-04-07,202004,81049,137022,9997.0,81049,-1147.0,-0.07926026621420469
2020-04-08,202004,80878,130314,10127.0,80878,-171.0,-0.002620661473598135
2020-04-09,202004,80629,135819,10101.0,80629,-249.0,-0.01022795242364551
2020-04-10,202004,79143,74244,10133.0,79143,-1486.0,-0.10688630070300244
2020-04-13,202004,57207,124231,10073.0,57207,-21936.0,-1.616603988272569
2020-04-14,202004,35194,133841,10346.0,35194,-22013.0,-1.56500059212217
2020-04-15,202004,23758,67002,10450.0,23758,-11436.0,-0.7690629647298272
2020-04-16,202005,74924,117908,10302.0,74924,51166.0,3.373425264694193
2020-04-17,202005,74507,159024,10561.0,74507,-417.0,-0.029511934020130675
2020-04-20,202005,76238,95719,10476.0,76238,1731.0,0.09571471524424484
2020-04-21,202005,84193,185566,10198.0,84193,7955.0,0.48510161799541046
2020-04-22,202005,81780,140413,10225.0,81780,-2413.0,-0.22682859630813085
2020-04-23,202005,80199,167258,10292.0,80199,-1581.0,-0.1228662631330308
2020-04-24,202005,80100,104624,10270.0,80100,-99.0,-0.010920517006740934
2020-04-27,202005,83798,123332,10547.0,83798,3698.0,0.2740010926765361
2020-04-28,202005,82619,110417,10582.0,82619,-1179.0,-0.0856740351022338
2020-04-29,202005,84001,114379,10707.0,84001,1382.0,0.10605164008594506
2020-04-30,202005,82151,115419,10944.0,82151,-1850.0,-0.13833097444248263
2020-05-04,202005,79826,133437,10615.0,79826,-2325.0,-0.17566137535195483
2020-05-05,202005,79368,110697,10725.0,79368,-458.0,-0.033941251927128206
2020-05-06,202005,79691,123280,10750.0,79691,323.0,0.02728940985088068
2020-05-07,202005,81556,116774,10833.0,81556,1865.0,0.13734718551292469
2020-05-08,202005,81650,106019,10896.0,81650,94.0,0.00146018791000036
2020-05-11,202005,81804,93372,10983.0,81804,154.0,0.0038333741132146903
2020-05-12,202005,80674,117000,10865.0,80674,-1130.0,-0.08846511285157684
2020-05-13,202005,80579,103023,10915.0,80579,-95.0,-0.011746361718272999
2020-05-14,202005,79237,128433,10750.0,79237,-1342.0,-0.11188598978008849
2020-05-15,202005,68025,135179,10818.0,68025,-11212.0,-0.8842795200493803
2020-05-18,202005,47753,134342,10763.0,47753,-20272.0,-1.573507386147157
2020-05-19,202005,30074,128453,10872.0,30074,-17679.0,-1.355088748837898
2020-05-20,202005,19817,61752,10887.0,19817,-10257.0,-0.8097016405380228
2020-05-21,202006,80534,116771,10952.0,80534,60717.0,4.326623796549553
2020-05-22,202006,82807,137601,10743.0,82807,2273.0,0.15811622840710454
2020-05-25,202006,78195,120809,10817.0,78195,-4612.0,-0.3254727744708517
2020-05-26,202006,82589,106978,10984.0,82589,4394.0,0.3110400140411821
2020-05-27,202006,79890,103162,10972.0,79890,-2699.0,-0.18948941348700854
2020-05-28,202006,79493,142469,10907.0,79493,-397.0,-0.020600343231676692
2020-05-29,202006,80552,115914,10922.0,80552,1059.0,0.07706698685605291
2020-06-01,202006,84173,105285,11057.0,84173,3621.0,0.25735250553676503
2020-06-02,202006,82263,83041,11106.0,82263,-1910.0,-0.12874140176482146
2020-06-03,202006,84902,109433,11283.0,84902,2639.0,0.1905823867204377
2020-06-04,202006,80932,109338,11357.0,80932,-3970.0,-0.27728817857660876
2020-06-05,202006,84404,85304,11457.0,84404,3472.0,0.24621783438282613
2020-06-08,202006,81247,107836,11570.0,81247,-3157.0,-0.22192406056205027
2020-06-09,202006,83646,90763,11609.0,83646,2399.0,0.1806242188554941
2020-06-10,202006,84424,95474,11706.0,84424,778.0,0.0682050447010934
2020-06-11,202006,83836,144385,11491.0,83836,-588.0,-0.0596990492924443
2020-06-12,202006,75548,138977,11395.0,75548,-8288.0,-0.6448788993236992
2020-06-15,202006,49266,162092,11229.0,49266,-26282.0,-1.9942101726617454
2020-06-16,202006,27464,132203,11526.0,27464,-21802.0,-1.5788605931542894
2020-06-17,202006,17194,68402,11521.0,17194,-10270.0,-0.6849441612714127
2020-06-18,202007,81858,115951,11394.0,81858,64664.0,4.178058266414806
2020-06-19,202007,81935,94025,11410.0,81935,77.0,0.0177153626025835
2020-06-22,202007,87201,114951,11423.0,87201,5266.0,0.3368945881481976
2020-06-23,202007,87354,140506,11455.0,87354,153.0,0.0030807192794842803
2020-06-24,202007,87060,90292,11523.0,87060,-294.0,-0.025872937751293793
2020-06-29,202007,85134,126715,11361.0,85134,-1926.0,-0.12737561218982812
2020-06-30,202007,85169,84812,11469.0,85169,35.0,0.00035306230228643906
2020-07-01,202007,89399,102446,11546.0,89399,4230.0,0.26692198069830925
2020-07-02,202007,92250,92103,11695.0,92250,2851.0,0.17317410722057458
2020-07-03,202007,91045,92327,11838.0,91045,-1205.0,-0.08851507374239918
2020-07-06,202007,92777,107214,12065.0,92777,1732.0,0.0989670377906433
2020-07-07,202007,88719,134410,12027.0,88719,-4058.0,-0.2703907156359413
2020-07-08,202007,88695,103418,12125.0,88695,-24.0,-0.01181544326865494
2020-07-09,202007,85609,112588,12147.0,85609,-3086.0,-0.23357683089723164
2020-07-10,202007,77309,140575,11999.0,77309,-8300.0,-0.6002691141221468
2020-07-13,202007,55380,116687,12205.0,55380,-21929.0,-1.4773498204204196
2020-07-14,202007,27481,136035,12188.0,27481,-27899.0,-1.9191812317105528
2020-07-15,202007,16707,74574,12220.0,16707,-10774.0,-0.6916986614451599
2020-07-16,202008,79226,133119,12032.0,79226,62519.0,3.813720768096832
2020-07-17,202008,80779,112518,12039.0,80779,1553.0,0.09847342819988514
2020-07-20,202008,81773,121048,12031.0,81773,994.0,0.06081649951261363
2020-07-21,202008,89833,123081,12289.0,89833,8060.0,0.4823280585810179
2020-07-22,202008,87678,95059,12331.0,87678,-2155.0,-0.13926991823505533
2020-07-23,202008,87279,122819,12288.0,87279,-399.0,-0.02791142868212283
2020-07-24,202008,87471,172087,12150.0,87471,192.0,0.006787589364652172
2020-07-27,202008,84694,140577,12503.0,84694,-2777.0,-0.1702804312230607
2020-07-28,202008,84488,245816,12457.0,84488,-206.0,-0.014959300320056462
2020-07-29,202008,86704,138924,12423.0,86704,2216.0,0.1283370477277433
2020-07-30,202008,85832,126225,12596.0,85832,-872.0,-0.05983416950807235
2020-07-31,202008,87808,130348,12577.0,87808,1976.0,0.11240397768665668
2020-08-03,202008,92153,134894,12443.0,92153,4345.0,0.25442613988286567
2020-08-04,202008,92179,111175,12629.0,92179,26.0,-0.009124028546308333
2020-08-05,202008,90734,106101,12744.0,90734,-1445.0,-0.09727502571962396
2020-08-06,202008,89700,141397,12835.0,89700,-1034.0,-0.072289015811578
2020-08-07,202008,89890,114920,12763.0,89890,190.0,0.002124954833233125
2020-08-10,202008,89556,109604,12855.0,89556,-334.0,-0.030883492685398008
2020-08-11,202008,88168,106920,12737.0,88168,-1388.0,-0.10564012767052061
2020-08-12,202008,82261,131890,12655.0,82261,-5907.0,-0.4022798095605646
2020-08-13,202008,77993,113664,12723.0,77993,-4268.0,-0.31769498680785463
2020-08-14,202008,70280,105105,12788.0,70280,-7713.0,-0.5372597816968699
2020-08-17,202008,54015,126563,12955.0,54015,-16265.0,-1.1301611489872416
2020-08-18,202008,27343,134346,12875.0,27343,-26672.0,-1.7882067729882754
2020-08-19,202009,79917,71906,12750.0,79917,52574.0,3.2926195470250503
2020-08-20,202009,90054,237845,12305.0,90054,10137.0,0.6256965809190181
2020-08-21,202009,87789,134925,12543.0,87789,-2265.0,-0.14978034186921613
2020-08-24,202009,87968,103793,12604.0,87968,179.0,0.002359235109249015
2020-08-25,202009,90904,111954,12737.0,90904,2936.0,0.17266694017562756
2020-08-26,202009,88560,86909,12792.0,88560,-2344.0,-0.15105704638510337
2020-08-27,202009,85849,126988,12760.0,85849,-2711.0,-0.1731364870026011
2020-08-28,202009,86812,138555,12691.0,86812,963.0,0.05819700482890258
2020-08-31,202009,90306,142474,12591.0,90306,3494.0,0.20864138424759676
2020-09-01,202009,89228,114612,12691.0,89228,-1078.0,-0.07243429572931594
2020-09-02,202009,85421,127417,12691.0,85421,-3807.0,-0.24236305481814846
2020-09-03,202009,86141,130555,12732.0,86141,720.0,0.042421725906813826
2020-09-04,202009,86216,130795,12606.0,86216,75.0,0.0028222607856131328
2020-09-07,202009,84294,137459,12582.0,84294,-1922.0,-0.12064952680926595
2020-09-08,202009,86295,110554,12667.0,86295,2001.0,0.11416471159962925
2020-09-09,202009,88825,153591,12598.0,88825,2530.0,0.12008811683177036
2020-09-10,202009,87724,111296,12699.0,87724,-1101.0,-0.1376176788420803
2020-09-11,202009,77698,114638,12661.0,77698,-10026.0,-0.7214192089241978
2020-09-14,202009,61095,127791,12785.0,61095,-16603.0,-1.2517861542329718
2020-09-15,202009,35471,108510,12840.0,35471,-25624.0,-1.8557779090952045
2020-09-16,202009,20627,67977,12968.0,20627,-14844.0,-1.0182732565448278
2020-09-17,202010,91763,119751,12816.0,91763,71136.0,4.333244529662612
2020-09-18,202010,93158,95760,12835.0,93158,1395.0,0.07886292438971053
2020-09-21,202010,100342,140049,12659.0,100342,7184.0,0.4219952270726864
2020-09-22,202010,101873,130601,12507.0,101873,1531.0,0.07626621273028972
2020-09-23,202010,99722,117910,12528.0,99722,-2151.0,-0.1414881806911196
2020-09-24,202010,101987,171038,12175.0,101987,2265.0,0.12807979434066966
2020-09-25,202010,97893,128504,12195.0,97893,-4094.0,-0.25619433137051806
2020-09-28,202010,101319,94633,12417.0,101319,3426.0,0.1998579563509565
2020-09-29,202010,100175,103096,12421.0,100175,-1144.0,-0.08129173569265223
2020-09-30,202010,97922,107766,12472.0,97922,-2253.0,-0.14653591193340318
2020-10-05,202010,95856,93958,12529.0,95856,-2066.0,-0.13620944386730377
2020-10-06,202010,98529,99739,12675.0,98529,2673.0,0.14153689663154947
2020-10-07,202010,96122,89405,12755.0,96122,-2407.0,-0.1913389593301567
2020-10-08,202010,95163,99102,12873.0,95163,-959.0,-0.13302913282357448
2020-10-12,202010,94355,106219,12920.0,94355,-808.0,-0.134640182622161
2020-10-13,202010,94824,99008,12919.0,94824,469.0,0.015617117833127126
2020-10-14,202010,93949,82548,12888.0,93949,-875.0,-0.08177320315519383
2020-10-15,202010,89866,130422,12840.0,89866,-4083.0,-0.31486975474512685
2020-10-16,202010,80764,116952,12745.0,80764,-9102.0,-0.6676362414434959
2020-10-19,202010,59173,127215,12896.0,59173,-21591.0,-1.5426733591157509
2020-10-20,202010,30754,100271,12856.0,30754,-28419.0,-1.9411121792046289
2020-10-21,202010,16962,58692,12860.0,16962,-13792.0,-0.8853274885310938
2020-10-22,202011,93253,100864,12837.0,93253,76291.0,4.374644767298299
2020-10-23,202011,91640,78710,12839.0,91640,-1613.0,-0.09950496916285355
2020-10-26,202011,95134,90884,12858.0,95134,3494.0,0.1926018555612836
2020-10-27,202011,96294,82240,12807.0,96294,1160.0,0.0566080508747535
2020-10-28,202011,97934,88057,12739.0,97934,1640.0,0.08450019785874631
2020-10-29,202011,98700,119037,12602.0,98700,766.0,0.03774631207088231
2020-10-30,202011,101334,121830,12414.0,101334,2634.0,0.14256403499725998
2020-11-02,202011,99603,97211,12515.0,99603,-1731.0,-0.10794004868329601
2020-11-03,202011,102652,90467,12685.0,102652,3049.0,0.1627358850374354
2020-11-04,202011,101843,149906,12865.0,101843,-809.0,-0.0579105439877498
2020-11-05,202011,102162,90854,12890.0,102162,319.0,0.006255110934916416
2020-11-06,202011,104862,100789,12936.0,104862,2700.0,0.13909084683668368
2020-11-09,202011,107526,117098,13121.0,107526,2664.0,0.12894069329993318
2020-11-10,202011,102973,110282,13071.0,102973,-4553.0,-0.28565479151607415
2020-11-11,202011,105905,109089,13263.0,105905,2932.0,0.13464348258253112
2020-11-12,202011,98644,93512,13230.0,98644,-7261.0,-0.46386881200014
2020-11-13,202011,93119,90650,13284.0,93119,-5525.0,-0.3918033463557578
2020-11-16,202011,66431,132561,13581.0,66431,-26688.0,-1.6670705994341921
2020-11-17,202011,34304,130507,13625.0,34304,-32127.0,-1.9095892923258435
2020-11-18,202011,23444,68642,13756.0,23444,-10860.0,-0.5972782302702229
2020-11-19,202012,97330,95715,13740.0,97330,73886.0,3.874064091231534
2020-11-20,202012,95066,85986,13736.0,95066,-2264.0,-0.12261097675413861
2020-11-23,202012,93746,115103,13875.0,93746,-1320.0,-0.07391035140034125
2020-11-24,202012,92499,89096,13804.0,92499,-1247.0,-0.07136650406973771
2020-11-25,202012,93748,123391,13709.0,93748,1249.0,0.05956969711799448
2020-11-26,202012,96625,97189,13841.0,96625,2877.0,0.14568819966571167
2020-11-27,202012,95428,94853,13878.0,95428,-1197.0,-0.0683490458864097
2020-11-30,202012,97281,134279,13722.0,97281,1853.0,0.08703482171747667
2020-12-01,202012,98105,91672,13877.0,98105,824.0,0.03284039331295322
2020-12-02,202012,96199,110308,13956.0,96199,-1906.0,-0.10895124252112864
2020-12-03,202012,92052,125877,13986.0,92052,-4147.0,-0.2247430408974081
2020-12-04,202012,95814,110715,14138.0,95814,3762.0,0.18933309934410752
2020-12-07,202012,90130,125628,14225.0,90130,-5684.0,-0.29960890151893627
2020-12-08,202012,89681,111313,14342.0,89681,-449.0,-0.025290306728197758
2020-12-09,202012,88150,96545,14397.0,88150,-1531.0,-0.08975207095270368
2020-12-10,202012,84999,126413,14241.0,84999,-3151.0,-0.1880312998295037
2020-12-11,202012,79413,159011,14236.0,79413,-5586.0,-0.3400000077525804
2020-12-14,202012,57740,120593,14200.0,57740,-21673.0,-1.1919985112544733
