book,family,cost_multiple,window,mdd_improve_pp,cagr_giveback_pp,score,ann_turnover_approx
BLEND_E45_A05,BLEND_E45_A05,1.0,heldout_2019_plus,0.702410619961702,0.9603207511210909,0.22225024440115648,1.116638867111272
BLEND_E45_A05,BLEND_E45_A05,1.0,sealed_2023_plus,2.7784750941674097,1.4195835045774485,2.0686833418786854,1.116638867111272
BLEND_E45_A05,BLEND_E45_A05,1.0,full,0.7024106199616909,0.42342237927519566,0.490699430324093,1.116638867111272
FIN_ONLY_A08,FIN_ONLY_A08,1.0,heldout_2019_plus,0.7612498742002094,1.148093136192263,0.18720330610407787,1.1210772595980023
FIN_ONLY_A08,FIN_ONLY_A08,1.0,sealed_2023_plus,3.184994208290104,1.6822939152400407,2.3438472506700836,1.1210772595980023
FIN_ONLY_A08,FIN_ONLY_A08,1.0,full,0.7612498742001983,0.5227360547670479,0.49988184681667436,1.1210772595980023
FIN_ONLY_A10,FIN_ONLY_A10,1.0,heldout_2019_plus,0.9119746801036444,1.253015844704719,0.2854667577512848,1.132970266178506
FIN_ONLY_A10,FIN_ONLY_A10,1.0,sealed_2023_plus,3.4184805927018114,1.8016299024675497,2.5176656414680365,1.132970266178506
FIN_ONLY_A10,FIN_ONLY_A10,1.0,full,0.9119746801036444,0.5604244367688915,0.6317624617191986,1.132970266178506
FIN_ONLY_A12,FIN_ONLY_A12,1.0,heldout_2019_plus,0.8264674948487594,1.4326552877599985,0.11013985096876011,1.1523323006577948
FIN_ONLY_A12,FIN_ONLY_A12,1.0,sealed_2023_plus,3.594935933375676,2.0304439729619483,2.5797139468947017,1.1523323006577948
FIN_ONLY_A12,FIN_ONLY_A12,1.0,full,0.8264674948487594,0.6495840475449599,0.5016754710762794,1.1523323006577948
BLEND_E45_A05_C2x,BLEND_E45_A05,2.0,heldout_2019_plus,0.7366110395178094,0.9660298204434037,0.25359612929610753,1.112837240020331
BLEND_E45_A05_C2x,BLEND_E45_A05,2.0,sealed_2023_plus,2.6803988168110915,1.4227910337783145,1.9690032999219342,1.112837240020331
BLEND_E45_A05_C2x,BLEND_E45_A05,2.0,full,0.7366110395178094,0.4272517314494628,0.522985173793078,1.112837240020331
FIN_ONLY_A08_C2x,FIN_ONLY_A08,2.0,heldout_2019_plus,0.8429775758586167,1.1682318355858534,0.25886165806568995,1.1221412260155943
FIN_ONLY_A08_C2x,FIN_ONLY_A08,2.0,sealed_2023_plus,3.108320918427021,1.7460337738804732,2.2353040314867845,1.1221412260155943
FIN_ONLY_A08_C2x,FIN_ONLY_A08,2.0,full,0.8429775758586167,0.539419616473702,0.5732677676217657,1.1221412260155943
FIN_ONLY_A10_C2x,FIN_ONLY_A10,2.0,heldout_2019_plus,0.964108002428965,1.2892893769133718,0.3194633139722791,1.1291946017939702
FIN_ONLY_A10_C2x,FIN_ONLY_A10,2.0,sealed_2023_plus,3.3986440938879703,1.8670326458963604,2.46512777093979,1.1291946017939702
FIN_ONLY_A10_C2x,FIN_ONLY_A10,2.0,full,0.9641080024289872,0.5875981457069024,0.670308929575536,1.1291946017939702
FIN_ONLY_A12_C2x,FIN_ONLY_A12,2.0,heldout_2019_plus,0.9030625429911843,1.4794737116107681,0.1633256871858002,1.1429868627826663
FIN_ONLY_A12_C2x,FIN_ONLY_A12,2.0,sealed_2023_plus,3.5358013684807954,2.1008452860665328,2.485378725447529,1.1429868627826663
FIN_ONLY_A12_C2x,FIN_ONLY_A12,2.0,full,0.9030625429912065,0.6785904170325985,0.5637673344749072,1.1429868627826663
BLEND_E45_A05_C3x,BLEND_E45_A05,3.0,heldout_2019_plus,0.7562688169570397,0.9925323484194726,0.26000264274730345,1.107796398691623
BLEND_E45_A05_C3x,BLEND_E45_A05,3.0,sealed_2023_plus,2.7724925625807972,1.4821151785098463,2.031434973325874,1.107796398691623
BLEND_E45_A05_C3x,BLEND_E45_A05,3.0,full,0.7562688169570397,0.45254457992529584,0.5299965269943918,1.107796398691623
FIN_ONLY_A08_C3x,FIN_ONLY_A08,3.0,heldout_2019_plus,0.9160874200475844,1.2293865817090133,0.30139412919307773,1.1188104737447355
FIN_ONLY_A08_C3x,FIN_ONLY_A08,3.0,sealed_2023_plus,3.235039125839123,1.7984736289929693,2.3358023113426385,1.1188104737447355
FIN_ONLY_A08_C3x,FIN_ONLY_A08,3.0,full,0.9160874200475955,0.5831757928726367,0.6244995236112771,1.1188104737447355
FIN_ONLY_A10_C3x,FIN_ONLY_A10,3.0,heldout_2019_plus,1.0328273999026583,1.3355416084149585,0.365056595695179,1.1278960143419867
FIN_ONLY_A10_C3x,FIN_ONLY_A10,3.0,sealed_2023_plus,3.5611869258790785,1.8887937221058415,2.6167900648261577,1.1278960143419867
FIN_ONLY_A10_C3x,FIN_ONLY_A10,3.0,full,1.0328273999026694,0.6258234020694031,0.7199156988679678,1.1278960143419867
FIN_ONLY_A12_C3x,FIN_ONLY_A12,3.0,heldout_2019_plus,1.0212686660938552,1.515092909989768,0.2637222110989712,1.1397533910113329
FIN_ONLY_A12_C3x,FIN_ONLY_A12,3.0,sealed_2023_plus,3.6660970871803533,2.1194213814113683,2.606386396474669,1.1397533910113329
FIN_ONLY_A12_C3x,FIN_ONLY_A12,3.0,full,1.0212686660938664,0.7096038956289519,0.6664667182793904,1.1397533910113329
