as_of_date,stock_id,name,industry,source,pit_note
2023-12-25,7734,印能科技,電子工業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8029,久尹,光電業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8078,華寶,通信網路業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8134,泰山電子,電子工業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8140,利翔航太,電子工業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8152,峻新電腦,電子工業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8157,創圓科技,電子工業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8218,輝城電子,生技醫療業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8287,英格爾,電子零組件業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8304,佳聯有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8305,群健,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8307,威達,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8308,中投有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8309,吉元,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8310,長德有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8312,東亞有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8327,洄瀾有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8343,科學城,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8350,榮輪科技,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8360,中華電視,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8368,屏南有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8370,欣隆天然,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8376,遠鼎投資,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8379,欣湖公司,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8387,緯來電視網,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8391,森霸電力,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8392,星能電力,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8394,台灣菸酒,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8399,聯美林業,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8452,北都數位有線電視,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8453,全國數位有線電視,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8456,新北市有線電視,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8459,數位天空服務,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8469,新高雄有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8475,新彰,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8492,兔將,文化創意業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8495,經緯航,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8943,寶福有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8945,大新店,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8946,雙子星,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8948,北視有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8951,新竹振道,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8952,金頻道,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8953,吉隆有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8955,北健有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8956,台灣數位,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8957,新唐城,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8960,紅樹林,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8962,新視波有,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8963,新台北,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8965,家和有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8966,鳳信有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8967,慶聯有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8968,陽明山,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8969,北桃園,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8970,大揚有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8971,南桃園,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8973,澎湖有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8974,世新有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8975,觀昇有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8976,聯維有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8977,南國,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8978,大安文山,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8980,萬象有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8981,麗冠有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8982,信和有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8983,豐盟有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8985,國聲有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8986,台灣佳光,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8987,東台有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8988,大屯有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8990,港都電視,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8991,三大有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8992,新頻道有,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,8995,北港有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,9963,台電,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,9964,榮僑投資,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,9968,華歌爾,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,9971,立大開發,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,9977,新永安,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,9978,長榮空廚,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,9982,三冠王,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,9983,永佳樂,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,9984,全聯有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,9985,觀天下,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
2023-12-25,9986,南天有線,其他業,wayback_isin_20231225210301,WAYBACK_SPARSE_SNAPSHOT
