as_of_date,stock_id,name,market,security_type,industry,industry_norm,listing_date,source,pit_note
2026-09-04,6923,中台,上市,股票,綠能環保,綠能環保,2024/09/25,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6928,攸泰科技,上市,股票,電腦及週邊設備業,電腦及週邊設備業,2024/05/16,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6931,青松健康,上市,股票,生技醫療業,生技醫療業,2025/01/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6933,AMAX-KY,上市,股票,電腦及週邊設備業,電腦及週邊設備業,2023/11/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6934,心誠鎂,上市,股票,生技醫療業,生技醫療業,2026/02/02,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6936,永鴻生技,上市,股票,生技醫療業,生技醫療業,2025/04/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6937,天虹,上市,股票,半導體業,半導體業,2023/12/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6944,兆聯實業,上市,股票,綠能環保,綠能環保,2025/05/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6947,台鎔科技,上市,股票,綠能環保,綠能環保,2026/07/23,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6952,大武山,上市,股票,其他業,其他,2024/06/13,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6957,裕慶-KY,上市,股票,其他業,其他,2024/06/25,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6958,日盛台駿,上市,股票,其他業,其他,2024/08/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6962,奕力-KY,上市,股票,半導體業,半導體業,2024/11/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6965,中傑-KY,上市,股票,運動休閒,運動休閒,2025/03/07,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,6994,富威電力,上市,股票,綠能環保,綠能環保,2025/01/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7689,大鵬科CLMX,上市,股票,通信網路業,通信網路業,2026/07/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7705,三商餐飲,上市,股票,觀光餐旅,觀光餐旅,2024/11/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7711,永擎,上市,股票,電腦及週邊設備業,電腦及週邊設備業,2025/11/19,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7721,微程式,上市,股票,數位雲端,數位雲端,2025/07/29,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7722,LINEPAY,上市,股票,數位雲端,數位雲端,2024/12/05,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7732,金興精密,上市,股票,汽車工業,汽車工業,2025/01/14,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7736,虎山,上市,股票,汽車工業,汽車工業,2025/03/18,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7749,意騰-KY,上市,股票,半導體業,半導體業,2025/06/13,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7750,新代,上市,股票,電機機械,電機機械,2025/09/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7760,享溫馨,上市,股票,觀光餐旅,觀光餐旅,2026/04/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7765,中華資安,上市,股票,數位雲端,數位雲端,2025/09/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7768,頌勝科技,上市,股票,半導體業,半導體業,2026/05/07,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7769,鴻勁,上市,股票,半導體業,半導體業,2025/11/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7780,大研生醫*,上市,股票,食品工業,食品工業,2026/01/19,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7786,東方風能,上市,股票,綠能環保,綠能環保,2025/11/18,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7788,松川精密,上市,股票,電子零組件業,電子零組件業,2025/10/16,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7791,皇家可口,上市,股票,食品工業,食品工業,2025/10/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7795,長廣,上市,股票,電子零組件業,電子零組件業,2026/01/16,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7799,禾榮科,上市,股票,生技醫療業,生技醫療業,2025/09/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7818,溢泰實業,上市,股票,綠能環保,綠能環保,2026/05/18,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7821,神數,上市,股票,汽車工業,汽車工業,2026/04/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7822,倍利科,上市,股票,半導體業,半導體業,2026/03/30,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,7855,和運租車,上市,股票,其他業,其他,2026/08/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8011,台通,上市,股票,通信網路業,通信網路業,2011/09/19,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8016,矽創,上市,股票,半導體業,半導體業,2003/12/25,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8021,尖點,上市,股票,其他電子業,其他電子業,2008/01/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8028,昇陽半導體,上市,股票,半導體業,半導體業,2018/07/10,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8033,雷虎,上市,股票,其他業,其他,2007/06/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8039,台虹,上市,股票,電子零組件業,電子零組件業,2009/12/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8045,達運光電,上市,股票,通信網路業,通信網路業,2024/12/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8046,南電,上市,股票,電子零組件業,電子零組件業,2006/04/07,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8070,長華*,上市,股票,電子通路業,電子通路業,2007/12/31,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8072,陞泰,上市,股票,電子通路業,電子通路業,2005/08/19,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8081,致新,上市,股票,半導體業,半導體業,2008/12/30,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8101,華冠,上市,股票,通信網路業,通信網路業,2004/07/01,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8103,瀚荃,上市,股票,電子零組件業,電子零組件業,2009/09/29,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8104,錸寶,上市,股票,光電業,光電業,2019/01/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8105,凌巨,上市,股票,光電業,光電業,2006/12/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8110,華東,上市,股票,半導體業,半導體業,2007/10/31,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8112,至上,上市,股票,電子通路業,電子通路業,2007/12/31,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8114,振樺電,上市,股票,電腦及週邊設備業,電腦及週邊設備業,2012/11/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8131,福懋科,上市,股票,半導體業,半導體業,2007/11/29,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8150,南茂,上市,股票,半導體業,半導體業,2014/04/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8163,達方,上市,股票,電腦及週邊設備業,電腦及週邊設備業,2007/11/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8201,無敵,上市,股票,其他電子業,其他電子業,2007/10/29,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8210,勤誠,上市,股票,電腦及週邊設備業,電腦及週邊設備業,2011/12/01,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8213,志超,上市,股票,電子零組件業,電子零組件業,2009/12/25,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8215,明基材,上市,股票,光電業,光電業,2010/11/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8222,寶一,上市,股票,電機機械,電機機械,2015/01/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8249,菱光,上市,股票,電子零組件業,電子零組件業,2005/05/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8261,富鼎,上市,股票,半導體業,半導體業,2009/12/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8271,宇瞻,上市,股票,半導體業,半導體業,2010/12/29,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8341,日友,上市,股票,綠能環保,綠能環保,2015/03/23,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8367,建新國際,上市,股票,航運業,航運業,2018/09/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8374,羅昇,上市,股票,電機機械,電機機械,2008/12/25,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8404,百和興業-KY,上市,股票,其他業,其他,2011/05/18,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8411,福貞-KY,上市,股票,其他業,其他,2011/11/01,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8422,可寧衛*,上市,股票,綠能環保,綠能環保,2011/10/05,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8429,金麗-KY,上市,股票,貿易百貨業,貿易百貨,2012/12/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8438,昶昕,上市,股票,綠能環保,綠能環保,2022/03/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8442,威宏-KY,上市,股票,其他業,其他,2016/11/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8443,阿瘦,上市,股票,貿易百貨業,貿易百貨,2014/09/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8454,富邦媒,上市,股票,數位雲端,數位雲端,2014/12/19,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8462,柏文,上市,股票,運動休閒,運動休閒,2019/03/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8463,潤泰材,上市,股票,其他業,其他,2015/07/13,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8464,億豐,上市,股票,居家生活,居家生活,2015/12/22,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8466,美吉吉-KY,上市,股票,其他業,其他,2016/11/01,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8467,波力-KY,上市,股票,運動休閒,運動休閒,2015/12/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8473,山林水,上市,股票,綠能環保,綠能環保,2016/09/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8476,台境*,上市,股票,綠能環保,綠能環保,2023/10/31,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8478,東哥遊艇,上市,股票,運動休閒,運動休閒,2017/12/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8481,政伸,上市,股票,其他業,其他,2017/02/24,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8482,商億-KY,上市,股票,居家生活,居家生活,2018/08/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8488,吉源-KY,上市,股票,其他業,其他,2016/12/13,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8499,鼎炫-KY,上市,股票,其他電子業,其他電子業,2017/11/24,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8926,台汽電,上市,股票,油電燃氣業,油電燃氣業,2003/08/25,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8940,新天地,上市,股票,觀光餐旅,觀光餐旅,2009/05/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,8996,高力,上市,股票,電機機械,電機機械,2014/02/14,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9802,鈺齊-KY,上市,股票,運動休閒,運動休閒,2012/10/18,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9902,台火,上市,股票,其他業,其他,1964/07/14,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9904,寶成,上市,股票,運動休閒,運動休閒,1990/01/19,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9905,大華,上市,股票,其他業,其他,1990/08/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9906,欣巴巴,上市,股票,建材營造業,建材營造,1990/12/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9907,統一實,上市,股票,其他業,其他,1991/01/29,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9908,大台北,上市,股票,油電燃氣業,油電燃氣業,1991/02/06,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9910,豐泰,上市,股票,運動休閒,運動休閒,1992/02/18,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9911,櫻花,上市,股票,居家生活,居家生活,1992/07/16,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9912,偉聯,上市,股票,電腦及週邊設備業,電腦及週邊設備業,1992/08/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9914,美利達,上市,股票,運動休閒,運動休閒,1992/09/30,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9917,中保科,上市,股票,其他業,其他,1993/12/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9918,欣天然,上市,股票,油電燃氣業,油電燃氣業,1994/04/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9919,康那香,上市,股票,其他業,其他,1994/11/04,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9921,巨大,上市,股票,運動休閒,運動休閒,1994/12/29,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9924,福興,上市,股票,居家生活,居家生活,1995/03/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9925,新保,上市,股票,其他業,其他,1995/12/09,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9926,新海,上市,股票,油電燃氣業,油電燃氣業,1998/04/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9927,泰銘,上市,股票,其他業,其他,1999/03/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9928,中視,上市,股票,其他業,其他,1999/08/09,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9929,秋雨,上市,股票,其他業,其他,1999/06/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9930,中聯資源,上市,股票,綠能環保,綠能環保,1999/11/22,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9931,欣高,上市,股票,油電燃氣業,油電燃氣業,2000/03/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9933,中鼎,上市,股票,其他業,其他,1993/05/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9934,成霖,上市,股票,居家生活,居家生活,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9935,慶豐富,上市,股票,居家生活,居家生活,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9937,全國,上市,股票,油電燃氣業,油電燃氣業,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9938,百和,上市,股票,其他業,其他,2001/01/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9939,宏全,上市,股票,其他業,其他,2001/03/02,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9940,信義,上市,股票,其他業,其他,2001/09/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9941,裕融,上市,股票,其他業,其他,2001/09/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9942,茂順,上市,股票,其他業,其他,2002/01/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9943,好樂迪,上市,股票,觀光餐旅,觀光餐旅,2002/08/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9944,新麗,上市,股票,其他業,其他,2002/08/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9945,潤泰新,上市,股票,其他業,其他,1992/04/30,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9946,三發地產,上市,股票,建材營造業,建材營造,2013/09/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9955,佳龍,上市,股票,綠能環保,綠能環保,2008/01/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,9958,世紀鋼,上市,股票,鋼鐵工業,鋼鐵工業,2008/03/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
