as_of_date,stock_id,name,industry,source,pit_note
2018-07-19,1740,欣桃天然,化學(生技醫療),wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,1743,大台南區,化學(生技醫療),wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,1745,欣嘉公司,,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,1763,奇美實業,化學(生技醫療),wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,1764,長春石油,化學(生技醫療),wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,1765,長春人造,化學(生技醫療),wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,1766,大連化工,化學(生技醫療),wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,1767,陽瓦,,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,1769,欣中公司,化學(生技醫療),wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,1770,信東生技,化學(生技醫療),wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,1775,大東樹脂,化學(生技醫療),wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2041,燁茂實業,鋼鐵工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2043,福光,鋼鐵工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2048,中龍鋼鐵,鋼鐵工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2056,璋釔,鋼鐵工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2060,永發,鋼鐵工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2068,優頻科技材料,鋼鐵工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2212,友聯車材,汽車工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2215,匯豐汽車,汽車工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2218,高都汽車,汽車工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2219,鍾慶科技,汽車工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2220,南都汽車,汽車工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2222,桃苗汽車,汽車工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2225,國都汽車,汽車工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2226,中部汽車,汽車工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2311,日月光,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2325,矽品,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2364,A 倫甲特,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2381,華宇,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2384,勝華,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2396,精碟科技,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2549,遠揚建設,建材營造業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2557,泛亞工程,建材營造業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2568,世正開發,建材營造業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2579,鈺通營造,建材營造業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2580,遠揚營造,建材營造業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2589,承隆智能工程,建材營造業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2619,新竹物流,航運業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2621,立榮航空,航運業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2711,凱撒飯店,觀光事業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2716,長榮國際,觀光事業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2720,和昇休閒,觀光事業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2750,桃禧,觀光事業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2751,王座,觀光事業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2752,豆府,觀光事業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2807,渣打銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2833,台壽保,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2837,凱基銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2848,華南保,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2858,中租迪和,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2862,光華證券投資,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2863,泰安產物,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2872,台灣票券,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2873,大中票券,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2874,萬通票券,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2876,宏泰人壽,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2877,國泰產險,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2893,新光銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2894,大慶票券,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2895,陽信銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2899,金融大樓,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2920,海景,觀光事業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2940,歐都納,貿易百貨業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,2941,米斯特,貿易百貨業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3126,信億,電腦及週邊設備業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3151,智泰,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3157,威寶電信,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3186,聯笙,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3197,賽亞基因科技,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3280,龍生,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3298,圓創,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3342,飛虹科,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3369,鐵研,電子零組件業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3386,新德科技,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3405,津綻石英科技,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3447,展達通訊,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3462,瑋鋒科技,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3463,宏塑工業,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3471,雅士,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3472,友荃,油電燃氣業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3488,士誼,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3507,力群,電子零組件業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3509,台固線上,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3510,易鼎,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3525,就業情報資訊,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3539,隨身遊戲,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3554,精品,資訊服務業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3572,宏芯,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3573,穎台,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3610,啟耀,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3637,鉅景,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3648,漢台科技,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3656,聯勝,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3662,樂陞,文化創意業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3683,仲博科技,其他電子業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,3690,群豐,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4115,善德生技,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4118,友合,化學工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4184,昕琦,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4189,膠原科技,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4539,台灣智慧光網,電機機械,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4547,主新德,電機機械,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4548,名超企業,電機機械,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4570,傑生,電機機械,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4573,高明鐵,電機機械,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4724,宣捷幹細胞,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4757,中華全球石油,化學工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4768,呈科技,化學工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4802,樂美館,文化創意業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4920,尚芳,其他電子業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4929,華燈,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4965,商店街,電子商務,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4970,新禾航電,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4981,可取國際,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,4985,富相科技,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5214,大新能源,油電燃氣業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5219,瑪居禮電波工業,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5236,凌陽創新科技,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5246,勵威電子,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5250,奇岩,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5254,欣訊科技,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5260,見智科技,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5266,F*AS,資訊服務業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5268,新科光電材料,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5295,懷藝,其他電子業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5298,合盈光電科技,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5346,力晶,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5387,茂德科技,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5505,和旺,建材營造業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5541,廣朋,建材營造業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5827,華泰銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5828,富邦產保,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5830,三信商業銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5831,新光人壽,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5833,元大證金,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5834,兆豐保險,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5835,國泰世華,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5836,台北富邦,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5838,華南銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5839,中華開發資本,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5839,A 開發銀特,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5840,國際票券,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5842,兆豐票券,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5843,兆豐商銀,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5844,第一銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5846,國泰人壽,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5847,玉山商銀,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5848,台新商銀,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5849,永豐銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5850,日盛銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5852,元大銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5857,台灣土地銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5858,臺灣銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5862,板信商業銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5865,富邦人壽保險,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5866,統一期,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5867,康和期貨,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5868,臺灣金融控股,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5869,元富期貨,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5870,花旗(台灣)商業銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5872,匯豐(台灣)商業銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5873,全球人壽保險,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5874,南山人壽保險,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5875,星展(台灣)商業銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5879,澳盛(台灣)商業銀行,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,5901,中友百貨,貿易百貨業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6003,大華證,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6008,凱基證,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6014,日盛證券,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6025,臺銀人壽,金融保險業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6107,華美,電子通路業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6420,巨擘先進,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6424,美環太陽能,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6427,弘勝光電,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6444,寶德能源科技,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6466,永旺能源,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6483,原創,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6484,惠合再生醫學生技,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6517,保勝,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6520,臺動,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6543,普惠,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6563,映智,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6564,安特羅,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6587,鑫盛,其他業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6592,和潤,其他業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6595,光禹國際,其他業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6608,慶鴻機電,電機機械,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6614,資拓宏宇,其他業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6623,施吉生技,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6627,飛躍文創,其他業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6628,創祐生技,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6635,瑞利軍工,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6639,源大,其他業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6646,亞洲時尚,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6647,合迪,其他業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6652,雅祥生醫,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6657,華安,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6658,聯策,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6659,天明,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6660,厚美德,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6663,茂丞,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6676,祥翊,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6688,海樂影業,其他業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6690,安碁資訊,其他業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6691,洋基工程,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6692,進能服,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,6693,廣閎,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,7421,易宏,農業科技業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8015,愛迪亞,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8022,正航資訊,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8029,久尹,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8053,巨擘,光電業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8078,華寶,通信網路業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8089,康全電訊,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8134,泰山電子,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8140,利翔航太,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8152,峻新電腦,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8218,輝城電子,生技醫療業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8225,華矽公司,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8227,巨有科,半導體業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8242,晶訊科技,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
2018-07-19,8252,冠德光電,電子工業,wayback_isin_20180719035426,WAYBACK_SPARSE_SNAPSHOT
