date,nav_base,nav_autumn_post_ex,nav_kd_opt
2019-11-15,1031189018.864799,1030679734.2179577,1036249357.8007239
2019-11-18,1036035669.664799,1035583376.0179576,1041327658.8007239
2019-11-19,1036829547.564799,1036440730.6179576,1042344600.5507239
2019-11-20,1036381092.664799,1035869479.5179576,1041757654.8007239
2019-11-21,1026929070.164799,1026400355.5679576,1032169554.8007239
2019-11-22,1029238095.264799,1028651779.5179577,1034722557.8007239
2019-11-25,1033446350.064799,1032569571.6179576,1038253575.8007239
2019-11-26,1029059787.864799,1028582187.4179577,1034805986.8007239
2019-11-27,1037722413.164799,1037222999.3179576,1043189034.5507239
2019-11-28,1035354960.764799,1034881131.9179575,1040916205.0507239
2019-11-29,1025179989.164799,1024548966.0679576,1030745042.8007239
2019-12-02,1025953002.664799,1025349714.3179576,1031477269.8007239
2019-12-03,1025606568.264799,1024575983.0179577,1030731053.8007239
2019-12-04,1025833823.164799,1024925134.1179577,1031092549.5507239
2019-12-05,1025970693.4183869,1025177567.1858152,1031285305.3367009
2019-12-06,1022345544.718387,1021643338.5358154,1027970302.3367009
2019-12-09,1027992423.7183869,1027151739.1858153,1033340926.5867009
2019-12-10,1024417028.7183869,1023845656.5858152,1030195309.0867009
2019-12-11,1027354977.4183869,1026466585.2358153,1032573312.0867009
2019-12-12,1030629391.8183869,1029838791.5858153,1036192876.8367009
2019-12-13,1036179323.018387,1035384078.9858154,1041913294.8367009
2019-12-16,1034416202.518387,1033819409.1858153,1040289615.0867009
2019-12-17,1042636337.0183868,1042184072.0858153,1049075150.3367009
2019-12-18,1049975183.7183869,1049046811.8858153,1055988815.5867009
2019-12-19,1048353842.0183868,1047284112.0858153,1054354674.3367009
2019-12-20,1037696765.9183869,1037309801.0858154,1044774716.5867009
2019-12-23,1046123787.518387,1045725366.9358153,1053001928.8367009
2019-12-24,1042518019.5183868,1042271380.8358153,1049550365.3367009
2019-12-25,1042710924.4183869,1042472281.9358152,1049752961.0867009
2019-12-26,1044361371.9183869,1044004998.2358153,1051208244.8367009
2019-12-27,1049027725.218387,1048588231.0358154,1055803771.0867009
2019-12-30,1047126415.4183869,1046422028.8358154,1053602279.5867009
2019-12-31,1041989942.8183869,1041356938.5858153,1048300742.8367009
2020-01-02,1042689652.6183869,1042102040.7858154,1049049834.3367009
2020-01-03,1045996609.618387,1045546612.3358153,1052674437.0867009
2020-01-06,1038382757.6183869,1037936358.1858152,1045038766.8367009
2020-01-07,1040683933.3183869,1040022733.3358153,1046745223.8367009
2020-01-08,1034801934.118387,1034671209.8358153,1041274642.3367009
2020-01-09,1041038411.6183869,1040993601.1858152,1047855774.8367009
2020-01-10,1044757579.6183869,1044587887.2858154,1051455238.3367009
2020-01-13,1057096383.7183869,1057521811.8858153,1064656465.5867009
2020-01-14,1062741046.8183869,1063387496.8858154,1070570483.3367009
2020-01-15,1058361014.018387,1058863733.8858153,1066084386.8367009
2020-01-16,1057808471.4183869,1058590968.6858152,1065914048.8367009
2020-01-17,1061820021.9183869,1062640363.5358154,1070347477.3367009
2020-01-20,1068505320.2183869,1069387021.6358153,1077204262.086701
2020-01-30,1025030456.1183869,1026152426.2858154,1033661283.5867009
2020-01-31,1032605773.9003813,1033941872.8158867,1041433990.3587368
2020-02-03,1024503891.6003814,1026394739.3658867,1034052689.8587368
2020-02-04,1033723117.0825604,1035514038.5990523,1043059623.9520719
2020-02-05,1039985192.0825604,1041791746.2490522,1049511540.2020719
2020-02-06,1049016244.9825604,1051050808.499052,1059132048.2020719
2020-02-07,1042326423.2825605,1044088876.3490522,1052187399.2020719
2020-02-10,1040828001.449954,1042758953.2597545,1050862992.0883334
2020-02-11,1042175202.126897,1044265284.4162486,1052465443.6921818
2020-02-12,1044023460.970312,1045994893.9162486,1053963444.1921818
2020-02-13,1046845436.370312,1048865878.6080501,1056927021.9575955
2020-02-14,1047567141.270312,1049744929.7080503,1057822767.7075955
2020-02-17,1048938464.270312,1051377583.2080503,1059633813.7075955
2020-02-18,1052310657.7703118,1055212156.50805,1063740539.4575955
2020-02-19,1065228231.4703119,1068361592.8080499,1076891608.7075956
2020-02-20,1064285506.070312,1067693571.9080501,1076169883.2075956
2020-02-21,1054768747.9703119,1058034554.3080499,1066608047.9575955
2020-02-24,1043409488.9703119,1046381528.6080501,1054729674.9575955
2020-02-25,1042073113.5703119,1045116057.70805,1053393149.4575955
2020-02-26,1035363145.5703119,1038132521.6080501,1046353435.9575955
2020-02-27,1034590309.370312,1037369016.8080502,1045289935.4575955
2020-03-02,1021128804.4703119,1023885300.4080501,1031454357.2075955
2020-03-03,1030660253.6703119,1033434923.9080501,1041192738.7075955
2020-03-04,1033842960.9703119,1036670642.4080501,1044376863.9575955
2020-03-05,1043841089.9703119,1047096493.0580499,1054740438.2075955
2020-03-06,1030552078.5703119,1033671149.95805,1041167085.7075955
2020-03-09,1011850694.5703119,1014676516.6080501,1021767046.4575955
2020-03-10,1004510683.3952088,1007141644.688496,1014256524.1677053
2020-03-11,998799881.3136028,1001529715.5993625,1008930947.1571633
2020-03-12,967551642.2806026,970505320.311007,977671771.6266177
2020-03-13,950111805.5637984,953259245.9874254,960432972.4279797
2020-03-16,917565359.3724964,921039864.8638679,928107536.61679
2020-03-17,887417276.0332601,892746518.0474902,900043119.4429641
2020-03-18,875300415.6233422,881665243.8274475,889258501.2436104
2020-03-19,827268049.7534559,835186082.0907824,842692055.0766579
2020-03-20,877702146.9524553,883516366.7907825,890913324.3266578
2020-03-23,851599340.1924267,856439666.2854321,863566743.5727583
2020-03-24,869898228.8924267,874633160.835432,881690946.0727583
2020-03-25,889612006.7533853,895213895.6354321,902407138.3227583
2020-03-26,889845912.8533853,896246659.085432,903603703.3227583
2020-03-27,895928614.5533854,903186008.9854321,910829492.0727584
2020-03-30,891471925.0827473,897709830.6354321,905273806.0727583
2020-03-31,892050576.2827473,898117135.6854321,905587166.3227583
2020-04-01,880998679.2827473,886323398.9354321,893661928.5727583
2020-04-06,891333876.6827472,897406698.9354321,904936675.5727583
2020-04-07,895600156.5827473,902401107.6854322,909843337.5727583
2020-04-08,902623472.9827473,908936375.4854321,916216581.5727583
2020-04-09,903191636.0827473,909580953.1854322,916856490.3227583
2020-04-10,917782751.9827473,924030034.1354321,931469479.3227583
2020-04-13,900142041.0827472,906990305.985432,914513804.8227583
2020-04-14,913333622.5827473,920415498.335432,927877968.8227583
2020-04-15,926861548.5827472,933741435.735432,941150530.8227582
2020-04-16,914272261.0266293,921027457.1655608,928367684.6311345
2020-04-17,918287387.6655937,925634969.9655608,933135272.3811345
2020-04-20,916859705.8233631,923884208.4332168,931344077.1586494
2020-04-21,899275465.2937028,906125415.8832169,913555207.4086494
2020-04-22,899935995.9937028,906885908.4332168,914308896.9086494
2020-04-23,899408825.9044918,905708035.7794158,913087259.8067833
2020-04-24,898598629.9090649,905722057.429416,913091913.0567833
2020-04-27,912504098.2472199,919937723.629416,927431182.5567833
2020-04-28,929266715.2472198,936450557.9294158,943988163.0567833
2020-04-29,938651595.9472198,946152915.779416,953836935.0567833
2020-04-30,946230372.0610212,953709860.012002,961296839.2850899
2020-05-04,930636602.5610213,938325949.312002,945773601.5350899
2020-05-05,933645114.4610213,942190521.9620019,949962800.0350899
2020-05-06,930302755.9804033,937806343.1694584,945405416.4020014
2020-05-07,930085838.7804033,937890666.1401598,945491841.7513238
2020-05-08,936409528.8804033,944716997.6401598,952584363.5013238
2020-05-11,946274891.4804033,954926103.0901599,962849135.2513239
2020-05-12,939491074.7804033,947860688.3401598,955836318.7513238
2020-05-13,941311189.5854607,949613604.6401598,957544702.5013238
2020-05-14,936439975.2854607,944390757.2901598,952353815.5013238
2020-05-15,935075949.8854607,943290086.3901598,951291790.0013238
2020-05-18,935603949.8854607,943512186.3901598,951402590.0013238
2020-05-19,946852660.6371495,954445435.3009986,962419021.2711921
2020-05-20,950787590.9371494,958115564.6009985,966175251.5211921
2020-05-21,951906259.5916907,959785437.7101326,968002628.7862774
2020-05-22,939622606.7916907,946862384.4601327,954877298.5362774
2020-05-25,941941651.4916906,949194320.1101326,957062393.5362774
2020-05-26,949473132.5916907,956874441.2101326,964820124.7862774
2020-05-27,950490796.5916907,957908834.3101326,965776480.2862774
2020-05-28,950061773.5916907,956864180.8101326,964547384.2862774
2020-05-29,950363051.1916907,957417881.1601326,965302594.5362774
2020-06-01,956086823.9916906,962523552.0601326,970228717.0362773
2020-06-02,964620792.6836509,970892498.8354646,978549066.613128
2020-06-03,978839017.0229757,985369127.3840463,993106664.8687667
2020-06-04,978352583.3714658,984907753.4922364,992739930.2324175
2020-06-05,976941561.5568229,983857259.5236034,991785893.7751336
2020-06-08,984253115.6657599,991397541.5267817,999510474.5675961
2020-06-09,984232544.5201485,991142131.1728567,999359759.7242156
2020-06-10,988081512.2633065,995857510.3977286,1004097216.0225232
2020-06-11,973874316.9335642,981559366.0423725,989923791.9072385
2020-06-12,964140927.8856769,971888322.8599306,980161427.4690326
2020-06-15,957397739.288641,964959230.4099306,973209299.2190326
2020-06-16,970156687.13429,977740168.2599305,986168032.7190326
2020-06-17,975049696.53429,982228414.5099306,990579373.9690326
2020-06-18,968357070.3342899,975844194.5099305,984329238.4690326
2020-06-19,963195007.23429,970236459.5099306,978468420.7190326
2020-06-22,966117606.8342899,972913696.2599305,980950511.4690326
2020-06-23,966931234.7342899,973661783.3474853,981686653.2190326
2020-06-24,968528198.2342899,975373781.5974853,983489875.0043917
2020-06-29,965569156.7101253,971941476.5474854,979792314.7543917
2020-06-30,970701133.9016175,976658111.792474,984475449.8224275
2020-07-01,974829959.3016175,981433382.6924741,989479275.3224275
2020-07-02,980475609.2016176,987483193.3424741,995700563.8224275
2020-07-03,982134943.2016175,989386661.3924739,997564320.5724275
2020-07-06,997075975.1016176,1004215581.592474,1012467411.8224275
2020-07-07,993079360.8016176,1000675334.2424741,1009047924.8224275
2020-07-08,994511524.3016175,1002084932.4924741,1010529451.8224275
2020-07-09,990788760.0016176,999192735.1424739,1007882714.8224275
2020-07-10,987020889.5016174,995118765.342474,1003660985.0724275
2020-07-13,985859664.1016176,994364087.142474,1002986850.5724275
2020-07-14,987256917.8016176,995936683.1924741,1004720886.0724275
2020-07-15,991634714.9016175,1000051136.242474,1008664010.5724275
2020-07-16,985953119.0016176,994521388.2424741,1003220946.3224275
2020-07-17,989473639.5016176,997956558.0424742,1006679426.0724275
2020-07-20,989324492.0016176,998156241.7424741,1007069792.3224275
2020-07-21,997418242.8016175,1005908290.842474,1014823752.3224275
2020-07-22,998687466.7016175,1007794452.442474,1016696836.0724275
2020-07-23,996478246.2016175,1005683232.6424739,1014650456.3224275
2020-07-24,988166639.3016175,996841377.392474,1005480440.3224275
2020-07-27,985861869.2016176,993856720.8424741,1002244369.8224275
2020-07-28,989884650.7033268,997688561.992474,1005996043.5724275
2020-07-29,993519970.140772,1002413844.4924741,1010963302.8224275
2020-07-30,1000869395.1407719,1009781302.1424739,1018287969.0724275
2020-07-31,999573846.740772,1008320477.7424741,1016945347.5724275
2020-08-03,991919359.4407719,1000362834.192474,1008925623.5724275
2020-08-04,994769437.3407719,1003492988.792474,1012143715.3224275
2020-08-05,999972262.3407719,1008549046.442474,1016983681.5724275
2020-08-06,1010976840.9407719,1019189283.842474,1027646696.5724275
2020-08-07,1010021396.3907719,1018019636.492474,1026530324.9724275
2020-08-10,1008260235.6907719,1016665261.5924741,1025240377.7224275
2020-08-11,1002424452.8407719,1011015836.992474,1019671249.0224274
2020-08-12,1000107355.7407718,1008461055.1924739,1017067647.5224274
2020-08-13,1012751636.366372,1019495175.423674,1027711578.1504276
2020-08-14,1005653983.0958471,1012242902.5832151,1020324120.765723
2020-08-17,1006547883.2958472,1013495689.7832152,1021450429.365723
2020-08-18,1008974922.7958472,1015480508.4832151,1023338491.465723
2020-08-19,1004439589.7458471,1011139799.5832151,1019018083.3157231
2020-08-20,985056073.7958472,991607342.283215,999401461.7157229
2020-08-21,994408549.4958471,1001107430.2832152,1008913922.465723
2020-08-24,987962476.7958472,994979574.783215,1002976433.265723
2020-08-25,989908364.7392418,996673452.5399334,1004549289.8193579
2020-08-26,992323738.679848,998969380.4427409,1006873550.8844135
2020-08-27,988506242.529848,994977764.7427409,1002881926.2344134
2020-08-28,988728172.179848,995370305.6427408,1003162191.6344134
2020-08-31,972347522.529848,980001224.842741,987881966.6844134
2020-09-01,973092015.929848,980308137.142741,988084593.7844135
2020-09-02,969722649.229848,976623775.142741,984386075.9344134
2020-09-03,970287842.679848,977025346.742741,984817942.6844134
2020-09-04,960873832.979848,967708729.442741,975463040.6844134
2020-09-07,968577679.629848,975150149.242741,982922415.8344134
2020-09-08,972862312.729848,979228017.4427409,986912413.6344135
2020-09-09,967835186.179848,974371477.642741,982027949.0844134
2020-09-10,970819509.179848,977187621.542741,984826501.9344134
2020-09-11,971861825.679848,977974696.342741,985506861.1844134
2020-09-14,973421319.179848,979521077.242741,987068767.5844134
2020-09-15,975540843.5595378,981637501.542741,989121212.5344135
2020-09-16,978171763.1095377,984587968.142741,992136132.9844134
2020-09-17,970460463.4095378,976789806.542741,984320096.6344135
2020-09-18,974641362.9595377,980419890.2427409,987771214.0344135
2020-09-21,965078746.7595378,970916853.8427409,978231618.4344134
2020-09-22,955855084.0095378,961331894.742741,968529455.2344135
2020-09-23,949736200.7595378,954747298.6427408,961806938.4844134
2020-09-24,928251988.9595377,933621081.4427409,940583980.1344135
2020-09-25,940000458.7095377,945350163.742741,952474787.4344134
2020-09-28,953681580.6595378,959612186.042741,966786102.1344135
2020-09-29,951916220.6595378,957918830.3427409,965029536.4844134
2020-09-30,950045234.6095377,956138788.9427409,963307856.7844135
2020-10-05,953455274.2095377,959398126.242741,966470348.1844134
2020-10-06,961387436.9095378,967370826.042741,974413471.7344134
2020-10-07,958028216.7595378,964236836.742741,971390421.4844135
2020-10-08,960506660.3595377,966914986.242741,974082307.1844134
2020-10-12,962936016.8095378,969586496.042741,976993061.1344135
2020-10-13,954336803.7095377,961604360.742741,969076266.3844135
2020-10-14,952816840.6595378,959792463.242741,967165039.5344135
2020-10-15,947758904.5095378,954314103.242741,961567280.5344135
2020-10-16,943570934.3595377,950155263.9427409,957469130.2844135
2020-10-19,946086534.4095378,952900723.2427409,960290269.9344134
2020-10-20,944441634.3095378,950986604.6427408,958332190.6344134
2020-10-21,940999464.2595378,947805483.942741,955172419.6844134
2020-10-22,947175907.4595377,954028776.4427409,961369362.4344134
2020-10-23,945371484.3595377,952084663.9427409,959456030.2844135
2020-10-26,949512873.9595377,956108201.242741,963428721.6844134
2020-10-27,946705500.9595377,953283457.3427409,960540168.8344134
2020-10-28,945526257.3595377,951915507.8427409,959167983.1344134
2020-10-29,936042934.7095377,942656361.642741,949932933.5844134
2020-10-30,933371484.457398,940055180.042741,947445207.8344134
2020-11-02,946038123.8573982,952897697.542741,960329414.8844134
2020-11-03,951901113.5073981,958822344.142741,966271945.9344134
2020-11-04,952142403.4073981,959071269.8427409,966601600.9844134
2020-11-05,959270290.207398,966462361.8427409,974046529.4344134
2020-11-06,962156212.2222377,969591306.2785684,977185739.4731948
2020-11-09,973924031.8541155,980947384.1776016,988597075.6374815
2020-11-10,980837891.7541156,988056188.6776016,995629586.2374815
2020-11-11,1001983871.0541155,1008818360.3776017,1016666776.5874815
2020-11-12,988903076.1653091,995582861.306873,1003322358.6344262
2020-11-13,990401207.8222741,997496767.6308306,1005304429.2375839
2020-11-16,1001357180.4722741,1008201013.8308306,1015959028.7875838
2020-11-17,1002433636.9722741,1009277482.9308306,1017038922.3875839
2020-11-18,1007955320.122274,1014955410.4308307,1022777909.8375838
2020-11-19,1005693990.5222741,1012582978.8308307,1020438734.0875839
2020-11-20,999965384.4222741,1007128316.7308306,1015058133.4375838
2020-11-23,1003087147.4222741,1010442854.9308306,1018509420.6375839
2020-11-24,994318391.3222741,1001591542.8308306,1009428219.9875838
2020-11-25,992712354.3222741,999971081.0308306,1007747407.1875838
2020-11-26,997621037.3222741,1004612180.6308306,1012396325.6875838
2020-11-27,992730447.7222741,999643543.3308306,1007352334.2875838
2020-11-30,983094590.622274,989377923.3474373,996592762.6062036
2020-12-01,989110077.7222741,996389003.7474372,1004171854.7062036
2020-12-02,988925567.6722741,996491688.7474374,1004370549.4062036
2020-12-03,986951101.0722741,994543545.3474373,1002491110.8562037
2020-12-04,993868900.6722741,1001129438.3474373,1008897967.9062036
2020-12-07,990635217.622274,998165229.4474373,1005926059.7562037
2020-12-08,980922368.1722741,988442146.9474373,996317397.4062036
2020-12-09,977352502.2076491,984872931.7474372,992955887.0562036
2020-12-10,976072815.2076491,983618719.9474372,991721574.2562037
2020-12-11,981342794.9576491,989767579.4474373,998148068.9562036
2020-12-14,980709481.7576491,988705104.0474373,997183423.1562036
2020-12-15,974601955.2076491,982526464.2474372,990846858.6062037
2020-12-16,986309571.3576491,994304191.3474373,1002783464.5562036
2020-12-17,984574648.3076491,992690688.1474373,1001299172.0562037
2020-12-18,979198805.3576491,987939592.1474372,996584927.5562036
2020-12-21,991386728.407649,999280773.8474373,1007920698.3062036
2020-12-22,983011075.3076491,991397994.2474372,1000153569.2062036
2020-12-23,979952558.8076491,988316769.4474372,996925009.9562036
2020-12-24,982099775.3076491,990335694.2474372,998926069.2062036
2020-12-25,986812568.407649,994582668.1474372,1002979082.6562036
2020-12-28,991450028.407649,999284273.8474373,1007845598.3062036
2020-12-29,991136185.0076491,999165611.5474372,1007673021.2062036
2020-12-30,1009204410.9576491,1017076674.5474373,1025510058.4562037
2020-12-31,1005501690.9576491,1013708463.1474372,1022097827.1562036
2021-01-04,1005132894.7076491,1013397778.8474373,1022065473.2062036
2021-01-05,1007032274.3576491,1015419369.7474372,1023946488.6062036
2021-01-06,999188914.6076491,1007497693.1474372,1015903646.9562036
2021-01-07,1007641584.8576491,1016475401.0474373,1025008726.5062037
2021-01-08,1019065201.1076491,1028061946.7474374,1036624211.7562037
2021-01-11,1021056912.3545367,1030102751.481861,1038716233.7170042
2021-01-12,1010429723.1545366,1019612169.1496465,1028179300.4038193
2021-01-13,1017781349.6045367,1026534140.3496464,1035157135.6538193
2021-01-14,1016334706.1545366,1025149818.7496464,1033693168.9038193
2021-01-15,1006594452.9045366,1015227011.2496464,1023587820.8538193
2021-01-18,1003746316.8045367,1012100060.5496464,1020412851.5038193
2021-01-19,1007124871.7594924,1015442051.2496464,1023767411.8538193
2021-01-20,993570515.8594924,1001817058.9496465,1010124095.5538193
2021-01-21,998399572.3594924,1006557040.6419713,1014902018.4484519
2021-01-22,989842318.6296451,998337653.2517657,1006682520.1061665
2021-01-25,991787298.4296452,1001055672.0517658,1009428254.4561665
2021-01-26,986009925.1796452,994760881.6517657,1003126953.3561665
2021-01-27,984743365.1296451,993547316.6517658,1001957848.0561665
2021-01-28,977659688.5796452,986607076.8517659,994933783.5061666
2021-01-29,967169162.9296451,975801648.1517657,983920862.4061666
2021-02-01,975372749.0296451,984598298.8517658,993084231.7561665
2021-02-02,981103365.6296451,990423492.2517657,998912070.3061665
2021-02-03,986734921.6296451,995655285.7517657,1004156941.6561666
2021-02-04,985475208.6296451,994365147.5517658,1002864954.4561665
2021-02-05,988702881.8296452,997880578.6517658,1006271915.9061666
2021-02-17,1010371128.0296451,1019241482.1517658,1027947958.4561665
2021-02-18,1012490004.5796452,1020939821.9517658,1029452923.0061666
2021-02-19,1010564567.6296451,1019057319.4517658,1027443649.8561665
2021-02-22,1009901867.5296451,1018156550.8517658,1026546020.5561665
2021-02-23,1021697550.3296452,1030191980.6517658,1038712054.7061665
2021-02-24,1019584403.8296452,1027605567.2517657,1035882576.7561665
2021-02-25,1027047463.0796452,1035708889.7517658,1044117367.9061666
2021-02-26,1013900800.7383949,1021527538.6517658,1029846588.4561665
2021-03-02,1012520170.7391815,1021724879.647738,1030338368.5262492
2021-03-03,1021703736.8391815,1030569697.4477379,1039145984.8262492
2021-03-04,1016653851.5964955,1025096008.8188126,1033646676.5160491
2021-03-05,1013558825.8677957,1022589828.7867916,1031230993.77321
2021-03-08,1013306256.3920965,1022709008.6081678,1031541819.2264835
2021-03-09,1029362753.4894038,1039160848.7683535,1048279942.4760981
2021-03-10,1029864866.5894039,1039927505.5683534,1048995308.9760981
2021-03-11,1032431566.5894039,1042625405.5683534,1051834708.9760981
2021-03-12,1033833893.6325403,1044065626.0389595,1053096680.6406783
2021-03-15,1036115650.3325404,1047088282.3389595,1056315582.8406783
2021-03-16,1046114760.0325403,1057126099.6389594,1066475434.8406782
2021-03-17,1040852166.7825403,1052030597.8389593,1061637402.4406781
2021-03-18,1039484563.3325404,1050913420.5389595,1060475470.0406783
2021-03-19,1032903520.3825403,1043192335.6389594,1052687879.5406781
2021-03-22,1031951013.7325404,1043542627.5389594,1053079562.9906782
2021-03-23,1033167333.2325404,1044902284.8389593,1054517393.7906783
2021-03-24,1034264343.2825403,1045937699.8389595,1055543349.0906782
2021-03-25,1039925882.9325403,1051744996.4389595,1061408530.1406783
2021-03-26,1041254295.9325403,1053170034.6389595,1062837217.3406783
2021-03-29,1047294342.0825404,1059393750.3389593,1069118091.9906782
2021-03-30,1052402422.1325403,1064020676.7389596,1073666578.5906783
2021-03-31,1054221388.5825404,1065635792.2389593,1075363098.1906781
2021-04-01,1054500775.4325403,1065586626.1389593,1075396242.0406783
2021-04-06,1058227828.9825404,1069300722.0389594,1079169503.7406783
2021-04-07,1060127789.0825404,1071205246.3389595,1081009748.6906781
2021-04-08,1054267405.9825404,1065257378.1389593,1074936750.8906782
2021-04-09,1049547833.7407532,1060671013.0029169,1070223785.0042614
2021-04-12,1050888976.736583,1062057272.2871736,1071633742.2652887
2021-04-13,1059782373.336583,1070551482.7871736,1080179427.7652886
2021-04-14,1068007163.336583,1078016105.5871735,1087624590.3652885
2021-04-15,1076416266.5865831,1086143763.0871735,1095568588.4152884
2021-04-16,1079583039.7865832,1089701644.1871734,1099135299.8652885
2021-04-19,1091850572.5865831,1102067773.9871736,1111594484.0152886
2021-04-20,1097682902.486583,1107241272.4871733,1116843001.6652884
2021-04-21,1087768586.486583,1097746673.2871735,1107214064.6652884
2021-04-22,1089825701.6347344,1099707073.6620326,1109189874.1964679
2021-04-23,1087632300.7373245,1097342104.3229756,1106827989.631954
2021-04-26,1103810848.0174866,1113064502.5902054,1122604271.2408278
2021-04-27,1084700037.9674866,1096063680.5902054,1105823759.4408278
2021-04-28,1079086001.5174866,1091123153.6902056,1100913708.540828
2021-04-29,1075935918.4174867,1088174235.4902055,1098099410.7408278
2021-05-03,1061735588.4174867,1073901250.9902053,1083991089.5408278
2021-05-04,1052786845.2674867,1064849417.7902055,1074763836.4408278
2021-05-05,1053138342.2174866,1064798925.9902055,1074675225.240828
2021-05-06,1067166721.8674867,1078295845.3902054,1088249918.8908277
2021-05-07,1070725803.707602,1082569731.4871557,1092637316.535006
2021-05-10,1081125526.507602,1093286305.5871558,1103458385.0350063
2021-05-11,1060431094.107602,1072615032.7871557,1082657043.8350062
2021-05-12,1021787296.2285393,1033709958.2861515,1043526126.4570618
2021-05-13,1016708721.1574115,1028895451.4404614,1038792419.7423648
2021-05-14,1028808538.8756154,1041171705.3628991,1051131946.4046557
2021-05-17,1006650523.0824347,1018748938.9017678,1028675244.6378943
2021-05-18,1031186744.4446445,1043804853.4031326,1054016121.6756694
2021-05-19,1025805052.8213454,1038990438.9469732,1049334105.6730279
2021-05-20,1024836779.7213454,1037979626.4469734,1048401123.523028
2021-05-21,1035993958.8213454,1049068032.4469733,1059694327.023028
2021-05-24,1031483325.6713455,1044705104.9469732,1055498639.573028
2021-05-25,1035135292.4213455,1048771026.2469733,1059517697.073028
2021-05-26,1037976012.4713454,1051347096.9469734,1062077868.023028
2021-05-27,1041412859.3713455,1054753645.8469732,1065874467.1730279
2021-05-28,1042474192.0213455,1056161069.2469732,1067118904.1230279
2021-05-31,1046782325.1713455,1060416896.7469733,1071276391.573028
2021-06-01,1047759891.8713455,1061503508.7469734,1072171859.423028
2021-06-02,1053264224.9713454,1067010876.9469732,1077724807.223028
2021-06-03,1051999931.4213455,1065517636.7469732,1076132961.173028
2021-06-04,1048762298.4213455,1062649137.1469734,1073297742.673028
2021-06-07,1046045471.7713455,1060121178.7469733,1070948848.823028
2021-06-08,1050308000.6557207,1064159115.762629,1074929029.0799317
2021-06-09,1045232054.6057208,1059158718.6626289,1069872933.7299321
2021-06-10,1050890981.1057208,1064598999.162629,1075414058.629932
2021-06-11,1047759999.047252,1061695480.6014643,1072305435.3555781
2021-06-15,1048159061.7191794,1061934932.9456813,1072366207.2732669
2021-06-16,1051825731.3725474,1065664506.5254309,1076276741.4625435
2021-06-17,1047106604.8725474,1061225626.0254308,1071779516.5625434
2021-06-18,1039428439.9738113,1053513304.5233856,1064098636.688968
2021-06-21,1035365632.0229185,1049663038.7555163,1059887811.2884631
2021-06-22,1039166414.9229184,1052876369.7555162,1063120950.4884629
2021-06-23,1044678531.5729184,1058812172.4555162,1069187778.688463
2021-06-24,1044708498.0229185,1058386137.9555162,1068646048.288463
2021-06-25,1052506397.6229184,1066136530.9555161,1076538505.338463
2021-06-28,1054565380.7729185,1067962058.4555162,1078139392.7884629
2021-06-29,1048485631.7986932,1062169016.7407221,1072262893.5180954
2021-06-30,1052892533.1495485,1067002317.2801949,1077243317.547076
2021-07-01,1047343006.4495485,1061216099.580195,1071419384.047076
2021-07-02,1045257189.8995484,1059111765.4801949,1069279885.1470759
2021-07-05,1051296986.0495485,1065322731.1801947,1075537959.7970757
2021-07-06,1058406989.0495485,1071753092.180195,1082010959.597076
2021-07-07,1057650965.2641978,1070738025.5206965,1081013122.2666228
2021-07-08,1057570708.8141978,1070751615.7206966,1081004518.3166227
2021-07-09,1059847731.9141978,1073155428.2206963,1083409350.4666226
2021-07-12,1064040002.58882,1076738598.1802986,1086901103.5873168
2021-07-13,1073375587.5406127,1085687068.939989,1095904302.0592747
2021-07-14,1071760966.2448614,1084481640.4818842,1094599452.6530392
2021-07-15,1073298609.2185588,1085618815.8392992,1095737741.0742388
2021-07-16,1077123617.2318904,1089400442.976475,1099569838.7576396
2021-07-19,1080426287.2818904,1092509613.676475,1102741859.7076395
2021-07-20,1072129387.5318904,1083931042.776475,1094104433.7076395
2021-07-21,1076329616.576391,1088078927.4253583,1098261948.2774165
2021-07-22,1089086110.9879608,1100060511.5223844,1110425225.5022242
2021-07-23,1088988874.0540512,1100139231.631145,1110423192.2274783
2021-07-26,1084121697.4040513,1095230323.2311451,1105498598.3774784
2021-07-27,1086536893.7074249,1097616679.939787,1107882217.929235
2021-07-28,1083950633.607425,1094957955.6397872,1105217672.9792352
2021-07-29,1089252003.707425,1100188185.639787,1110544583.579235
2021-07-30,1082893460.557425,1094093452.4397871,1104375630.4792347
2021-08-02,1090704883.257425,1101476307.9397871,1111795369.679235
2021-08-03,1091986289.807425,1102987286.339787,1113272702.929235
2021-08-04,1094661023.1409564,1105537475.224774,1115895567.1079457
2021-08-05,1100442272.7409563,1110975268.2247736,1121429724.1579459
2021-08-06,1100394366.1409564,1110759630.5247736,1121321401.2579458
2021-08-09,1102025713.1909564,1112266957.3247738,1122899569.3579457
2021-08-10,1097341786.6409564,1107701917.5247736,1118212854.8079457
2021-08-11,1102701436.2409563,1112702210.5247738,1123303611.8579457
2021-08-12,1096455373.2409563,1105618742.3247738,1116104414.6579459
2021-08-13,1095035477.2409563,1104919304.5247738,1115391108.9579458
2021-08-16,1091226187.6409564,1101258167.224774,1111713267.557946
2021-08-17,1099700480.7909565,1109892900.4247737,1120495720.6579459
2021-08-18,1099797224.2909565,1109981931.3247738,1120604027.0579457
2021-08-19,1088247561.1409564,1098906036.724774,1109264542.6579459
2021-08-20,1092432644.1409564,1102855336.3247738,1113352811.1579459
