window,start,end,n_days,base_cagr,base_mdd,chal_cagr,chal_mdd,mdd_improve_pp,cagr_giveback_pp,rel_nav_end,score
mtd,2026-09-01,2026-09-16,12,4.944724548304135,-0.005073224057777437,3.9357315377685147,-0.005562769684900881,-0.04895456271234444,100.89930105356206,0.9919136799796283,-50.498605089493374
ytd,2026-01-01,2026-09-16,170,0.6249579540722041,-0.07085031675275755,0.5107914216385829,-0.0724620378659635,-0.1611721113205955,11.416653243362118,0.9523195690653729,-5.869498733001654
trailing_1y,2025-09-16,2026-09-16,242,0.42694907953178696,-0.07085031675275766,0.3766559485621568,-0.07246203786596361,-0.1611721113205955,5.029313096963017,0.9662670116492589,-2.675828659802104
heldout_2019_plus,2019-01-01,2026-09-16,1864,0.15431466037852415,-0.24901506739784063,0.13186060004019184,-0.20825580187004267,4.075926552779796,2.2454060338332305,0.8648276113737913,2.953223535863181
sealed_2023_plus,2023-01-01,2026-09-16,887,0.20200824298757492,-0.10448421345142611,0.16631578984910522,-0.09542018240223671,0.9064031049189403,3.5692453138469693,0.8994410079287947,-0.8782195520045444
full,2012-12-04,2026-09-16,3359,0.12385841487439175,-0.24901506739784052,0.11140120212333171,-0.20825580187004278,4.075926552779774,1.2457212751060043,0.8619761016154589,3.4530659152267718
