date,nav_base,nav_l4,rel_l4_vs_base
2015-11-05,18344496.38006213,18545852.152915254,1.0109763587226068
2015-11-06,18096391.85831063,18332161.50697775,1.0130285446133753
2015-11-09,18028391.73386413,18276520.410417378,1.0137632174969424
2015-11-10,17795911.663942378,18048526.411604878,1.0141951001124794
2015-11-11,17736645.626578376,18004401.747792378,1.0150962096695877
2015-11-12,17741682.55366888,18015711.280429382,1.0154454757000393
2015-11-13,17593342.19885838,17872585.008789755,1.015872072899798
2015-11-16,17528268.524346754,17810243.701380007,1.0160868814076867
2015-11-17,17725868.732222132,18000403.930577505,1.015487827564486
2015-11-18,17613490.621366378,17928237.88685863,1.0178696700306777
2015-11-19,17785119.266766377,18066275.630671132,1.0158085172040499
2015-11-20,17737911.84696638,18013354.00485963,1.0155284432727836
2015-11-23,17730090.804850005,17990350.59235963,1.014678987850329
2015-11-24,17692257.454450004,17976355.366484627,1.0160577536680129
2015-11-25,17689281.549450003,17938537.64692213,1.014090798248382
2015-11-26,17773897.41388813,18001068.50610963,1.0127811636880493
2015-11-27,17618376.31398813,17884255.93648463,1.0150910400458075
2015-11-30,17520355.55868813,17792377.00892213,1.0155260233916377
2015-12-01,17794414.089088127,18047663.27168438,1.0142319483703344
2015-12-02,17647918.79408813,17904820.75374688,1.014557068323819
2015-12-03,17604215.05858813,17857898.08118438,1.014410356937357
2015-12-04,17559381.708188128,17828352.85530938,1.0153178028470005
2015-12-07,17582318.398288127,17833001.43405938,1.0142576780884403
2015-12-08,17359234.33308813,17624871.08524688,1.0153023311432823
2015-12-09,17210456.528188128,17498033.97105938,1.0167094604608682
2015-12-10,17262041.90748813,17558432.77143438,1.017170092943505
2015-12-11,17153129.093488127,17453248.33774688,1.0174964720794113
2015-12-14,17047251.977788128,17361928.50768438,1.0184590765893684
2015-12-15,17018725.35798813,17327675.66518438,1.0181535514968068
2015-12-16,17103766.94308813,17391957.70914688,1.0168495494014675
2015-12-17,17372317.85008663,17640259.30927188,1.0154234720719155
2015-12-18,17167493.38488663,17454925.54795938,1.0167428148436504
2015-12-21,17159912.58488663,17464218.72295938,1.017733548266485
2015-12-22,17259657.064986628,17553928.450084377,1.0170496658183734
2015-12-23,17321097.83518663,17613533.34345938,1.0168831970730334
2015-12-24,17360068.22028663,17649860.79014688,1.0166930547842896
2015-12-25,17406981.530186627,17692062.21139688,1.016377375980774
2015-12-28,17425375.64008663,17723970.45764688,1.0171356316057452
2015-12-29,17323745.310386628,17609563.111651383,1.0164986148285955
2015-12-30,17243027.450086627,17539256.22702638,1.017179626825814
2015-12-31,17323694.125286628,17638328.839963883,1.0181621028633838
2016-01-04,17027062.21468663,17348091.88886063,1.0188540847579155
2016-01-05,16988715.57998663,17341347.28265988,1.020756819490737
2016-01-06,16866868.91968663,17225722.982595257,1.0212756774607872
2016-01-07,16675907.419786628,17076507.000470255,1.0240226555952392
2016-01-08,16727407.419786628,17121857.000470255,1.0235810350513157
2016-01-11,16607779.244686628,17052168.405407757,1.02675789183935
2016-01-12,16712562.939686628,17187997.273345258,1.0284477213563479
2016-01-13,16759320.014886629,17217323.298782755,1.0273282736703697
2016-01-14,16709568.829786628,17196839.02709526,1.0291611472607252
2016-01-15,16581191.024886629,17025458.81698563,1.0267934789142832
2016-01-18,16489180.684486628,16904059.26773563,1.0251606548067806
2016-01-19,16614811.829086628,17037299.73479813,1.0254283894429592
2016-01-20,16483258.463786628,16933678.543110628,1.0273259125502134
2016-01-21,16288883.628386628,16737243.300923131,1.027525500382061
2016-01-22,16439047.30848663,16902896.20304813,1.0282162880766235
2016-01-25,16821222.83308663,17272398.72936063,1.0268218250688979
2016-01-26,16645518.40838663,17087808.77267313,1.0265711378543583
2016-01-27,16751072.488486629,17194315.08729813,1.0264605504582558
2016-01-28,16797584.60998663,17239763.563673127,1.0263239604951067
2016-01-29,17196764.71058663,17599289.39217313,1.0234070005818419
2016-01-30,17331341.70058663,17709443.715548128,1.0218160844955646
2016-02-01,17395108.37578663,17767216.32848563,1.021391528276821
2016-02-02,17341623.840286627,17721286.83092313,1.0218931626088268
2016-02-03,17146839.40488663,17543855.00123563,1.0231538645096225
2016-02-15,17272516.42048663,17671377.16342313,1.0230922196411067
2016-02-16,17519518.69058663,17907048.03892313,1.0221198627188726
2016-02-17,17423395.040286627,17856597.06842313,1.0248632386015954
2016-02-18,17550091.230286628,17952394.56679813,1.0229231478761338
2016-02-19,17579215.695486628,17977928.328110628,1.0226809113404511
2016-02-22,17574525.29548663,17960224.91561063,1.0219465171115065
2016-02-23,17577015.695486628,17985028.328110628,1.0232128502182978
2016-02-24,17447922.40048663,17822202.872673128,1.0214512916549916
2016-02-25,17626852.73018663,18028860.54892313,1.0228065568419964
2016-02-26,17732550.57558663,18128541.46773563,1.0223312991811897
2016-03-01,17782646.891286626,18189854.472798128,1.0228991546647102
2016-03-02,17852724.87906538,18247764.199923128,1.0221276765050573
2016-03-03,18066552.567845006,18444647.961235628,1.0209279214709484
2016-03-04,18092913.053099003,18437381.855202254,1.0190388800903594
2016-03-07,18186195.833828755,18542687.635358255,1.0196023294144
2016-03-08,18130778.995627757,18482183.464121256,1.0193816530761441
2016-03-09,18043477.98019713,18378488.33609813,1.0185668392905556
2016-03-10,18114553.33487063,18454913.630373508,1.0187893286249396
2016-03-11,18149674.794336755,18500645.583497755,1.019337580046917
2016-03-14,18149494.038336005,18521669.421825256,1.0205061024127244
2016-03-15,17933406.857983753,18324394.099326506,1.0218021731419475
2016-03-16,18021679.53428663,18406816.712264005,1.0213707705347133
2016-03-17,18228100.63418663,18624129.281889006,1.0217262706438888
2016-03-18,18325097.63908663,18700974.851113506,1.020511607601214
2016-03-21,18225137.32428663,18628081.667222757,1.022109262375717
2016-03-22,18262263.94408663,18666152.16961013,1.0221159997884206
2016-03-23,18336480.96388663,18703871.52811088,1.0200360453539488
2016-03-24,18288547.26888663,18673542.66017338,1.021051174028553
2016-03-25,18246276.88378663,18624102.34975213,1.0207069896161245
2016-03-28,18225986.483786628,18605764.485386256,1.0208371712520181
2016-03-29,18164880.22348663,18517731.904735506,1.0194249385026306
2016-03-30,18272030.59368663,18683144.59419788,1.0224996339844845
2016-03-31,18301050.138286628,18693421.41126038,1.0214398228521813
2016-04-01,18093579.87888663,18504259.47126038,1.0226975311200286
2016-04-06,17884159.468186628,18231724.03235188,1.019434212985157
2016-04-07,17819738.712886628,18208905.424105633,1.0218390806671915
2016-04-08,17816192.078186627,18230807.03665863,1.023271805594173
2016-04-11,17962835.37318663,18394609.88323338,1.0240371022211374
2016-04-12,17998515.35828663,18407068.85861338,1.0226992889243305
2016-04-13,18241449.79368663,18616703.50414913,1.0205714849810008
2016-04-14,18244799.76808663,18601973.79674363,1.0195767579363497
2016-04-15,18292933.118486628,18681837.82196613,1.0212598330164167
2016-04-18,18274560.20858663,18651199.20448438,1.0206100169634058
2016-04-19,18238319.78298663,18593924.766120132,1.019497683304425
2016-04-20,18053581.52924788,18401860.77524513,1.0192914212303534
2016-04-21,18173184.79444788,18516484.29905763,1.0188904426215173
2016-04-22,18167218.93414788,18527194.47693263,1.0198145651290702
2016-04-25,18227619.30434788,18584545.95780763,1.0195816385837404
2016-04-26,18233285.97954788,18588768.570745133,1.0194963536246837
2016-04-27,18221478.55974788,18569358.903245132,1.01909177360973
2016-04-28,18052977.81934788,18383355.94149513,1.0183004779296396
2016-04-29,18068265.400795504,18377424.47460051,1.0171106117243216
2016-05-03,18222925.26462013,18500399.302263506,1.0152266463048112
2016-05-04,18161599.750831254,18435410.396360755,1.0150763506126144
2016-05-05,18004959.83226263,18285233.035375256,1.0155664442311285
2016-05-06,17942697.171280503,18262597.302406255,1.0178289879203775
2016-05-09,17990863.86596913,18326112.746228255,1.0186343959221031
2016-05-10,18099085.383631628,18470060.728322756,1.0204969111326823
2016-05-11,18059761.63323163,18440620.374783255,1.0210888022381652
2016-05-12,18122528.259019878,18515552.655220754,1.021687062124197
2016-05-13,18238177.854336753,18615702.936470754,1.0206997149139123
2016-05-16,18114367.22756213,18475206.548595756,1.0199200621529074
2016-05-17,18184081.72256213,18556742.241533257,1.020493777175932
2016-05-18,18335106.18776213,18698776.002845757,1.0198346173378783
2016-05-19,18162627.54236213,18499938.25903326,1.018571691561939
2016-05-20,18163150.92256213,18518385.416533258,1.0195579773292451
2016-05-23,18392722.83736213,18654180.77697076,1.0142152927503216
2016-05-24,18365562.298640005,18673496.058010254,1.0167669115904527
2016-05-25,18454777.959440004,18757928.338447757,1.0164266608719985
2016-05-26,18444868.855978757,18707983.172197755,1.014264905772627
2016-05-27,18616675.864839505,18880014.407754757,1.0141453041792818
2016-05-30,18695458.019561253,18939190.492817253,1.0130369886097992
2016-05-31,18674901.397459254,18923772.49200476,1.0133265011283736
2016-06-01,18827589.76713913,19015581.65021363,1.0099849149784754
2016-06-02,18828590.68291438,19022699.452938627,1.0103092564543552
2016-06-03,18899477.71541138,19135165.74682138,1.012470610826341
2016-06-04,18859269.722282507,19094018.51845388,1.012447395876311
2016-06-06,18921096.342082504,19144813.952953883,1.0118237128983805
2016-06-07,19167557.867582504,19367711.22368663,1.01044229825661
2016-06-08,19330347.822882503,19516351.473786633,1.009622364408981
2016-06-13,18937066.382582504,19175089.74548938,1.0125691782506396
2016-06-14,19046507.152782507,19280520.918966882,1.0122864399392089
2016-06-15,19080920.462682504,19340822.34021688,1.0136210345849237
2016-06-16,18738892.287582505,19035983.745154377,1.0158542699863184
2016-06-17,18991220.462682504,19261722.34021688,1.014243522582759
2016-06-20,19097883.772582505,19362523.76146688,1.0138570321212395
2016-06-21,19253457.422882505,19463224.73196688,1.0108950462494632
2016-06-22,19191239.706823256,19432470.46821688,1.0125698373361394
2016-06-23,19152875.764514256,19399145.86402938,1.0128581265050236
2016-06-24,18751329.492261507,19015933.11552938,1.0141111926691424
2016-06-27,18702303.242661506,19019591.53484838,1.0169651987816728
2016-06-28,18852403.242661506,19121435.99094038,1.0142704749530327
2016-06-29,19043581.07316151,19339840.943940382,1.0155569411887766
2016-06-30,19196474.368161507,19568405.97352738,1.019374995545158
2016-07-01,19296772.187961508,19681971.13545813,1.01996183318871
2016-07-04,19310172.187961508,19669067.71335538,1.0185858272987136
2016-07-05,19247675.553261507,19597736.429294754,1.0181871766834687
2016-07-06,19015614.39796151,19387630.06204238,1.0195636941460462
2016-07-07,19066197.722761508,19465043.664877508,1.0209190079697879
2016-07-11,19383872.558161505,19782443.883391757,1.0205620071032935
2016-07-12,19413266.668061506,19804169.79406588,1.020135875774451
2016-07-13,19561683.713461507,19945993.904421758,1.0196460691517972
2016-07-14,19607704.443161506,19971036.030531503,1.0185300420262462
2016-07-15,19816765.59846151,20190368.370594006,1.0188528632624843
2016-07-18,19896800.133961506,20288997.868156504,1.0197115984255962
2016-07-19,19943883.828961506,20337226.736094005,1.0197224828677205
2016-07-20,19904680.119061507,20298421.902344007,1.0197813670416858
2016-07-21,19966711.719061505,20358809.102344006,1.0196375541851581
2016-07-22,19848931.733961504,20218464.11152688,1.0186172426062157
2016-07-25,19872371.319061503,20239295.85393688,1.0184640538858805
2016-07-26,19848020.960166506,20219489.666894756,1.018715654697955
2016-07-27,19896199.829245128,20271821.90064738,1.0188790861886163
2016-07-28,19940167.31991738,20329501.76440263,1.0195251342799097
2016-07-29,19835974.05051738,20219144.147777632,1.0193169287419115
2016-08-01,19963401.840890255,20349374.436965134,1.0193340092611023
2016-08-02,19933444.765690256,20315498.411527634,1.0191664637160445
2016-08-03,19826858.175690256,20208147.500652634,1.0192309503393673
2016-08-04,19812878.190590255,20195023.466465134,1.0192877214607
2016-08-05,20017060.668690257,20405659.81636357,1.019413397106856
2016-08-08,20229925.261794254,20632493.609481696,1.019899645820626
2016-08-09,20301352.351894256,20706145.600731697,1.0199392258121993
2016-08-10,20439635.276246257,20847106.86255288,1.019935364834037
2016-08-11,20387681.805278253,20793930.259013508,1.0199261719706691
2016-08-12,20389998.29645513,20791193.37849382,1.0196760723667366
2016-08-15,20249781.518319134,20660643.71116507,1.0202897099148573
2016-08-16,20267729.518288005,20675715.514150817,1.0201298322781878
2016-08-17,20309231.253772005,20707253.815920506,1.019598110690407
2016-08-18,20381961.202413004,20777746.19246332,1.0194183958118543
2016-08-19,20114171.43011598,20507766.268676758,1.019568036393061
2016-08-22,19659477.18490878,20084915.385718193,1.0216403618879546
2016-08-23,19789297.64161273,20217143.30252782,1.0216200528519728
2016-08-24,19630232.865331255,20068093.820888694,1.0223054386853831
2016-08-25,19857538.247565657,20300818.85873488,1.0223230395249807
2016-08-26,19877665.410679456,20323958.61947738,1.0224519932083247
2016-08-29,19890094.855323058,20331701.957692694,1.0222023628133403
2016-08-30,19852099.345793255,20297573.72884488,1.0224396611810238
2016-08-31,19753367.452852856,20197031.58104051,1.0224601769418094
2016-09-01,19471339.511888254,19920751.357178632,1.0230806845628668
2016-09-02,19615696.989149656,20070831.78512957,1.02320258088365
2016-09-05,19895728.478491057,20339001.06735707,1.0222797868067626
2016-09-06,19981370.91835686,20431701.46965863,1.0225375202303089
2016-09-07,20071629.423108857,20529436.762592696,1.0228086783505854
2016-09-08,20222351.307618257,20679830.503109567,1.0226224531723453
2016-09-09,20031781.392692856,20487774.34036238,1.0227634746371514
2016-09-10,19831653.55182683,20279695.306911442,1.022592254040427
2016-09-12,19663453.71606943,20115187.556578632,1.0229732704657084
2016-09-13,19725713.08154503,20167082.482379567,1.022375333099997
2016-09-14,19536300.17797603,19982538.107780196,1.022841475905823
2016-09-19,20038274.812444627,20499912.871635195,1.0230378145579613
2016-09-20,19982159.22374683,20439286.230373006,1.0228767572867163
2016-09-21,20010340.87733083,20472847.762267694,1.0231133936084431
2016-09-22,20027215.51955843,20493503.329627696,1.023282707953779
2016-09-23,20128374.336256232,20595404.622264884,1.0232025834876994
2016-09-26,19977231.89639043,20436204.21996332,1.022974770776717
2016-09-29,20052651.97555843,20513052.632377695,1.0229595894538255
2016-09-30,19785598.91365343,20241755.609336443,1.02305498548079
2016-10-03,19823882.84876723,20285620.718703944,1.0232919995269962
2016-10-04,19932358.74755843,20403777.981002696,1.0236509506684457
2016-10-05,19925670.32197443,20393291.100483008,1.0234682583297023
2016-10-06,19902997.64933083,20369773.110892694,1.0234525205592615
2016-10-07,19778582.53682143,20242054.71900082,1.0234330332477848
2016-10-11,19783614.50235123,20242182.250598636,1.023179169215661
2016-10-12,19825187.65118323,20281608.48955926,1.0230222707803116
2016-10-13,19783289.932713028,20240712.06703207,1.0231216413384643
2016-10-14,19673674.82020363,20124593.675140195,1.0229199099333237
2016-10-17,19690395.21131743,20141008.087257694,1.0228849076468138
2016-10-18,19815251.50712903,20265825.18651238,1.022738731285911
2016-10-19,19833489.932713028,20285112.06703207,1.0227706841232285
2016-10-20,19844983.16071303,20298986.71840707,1.0228774977543356
2016-10-21,19858460.80001523,20307634.728519883,1.0226187685454609
2016-10-24,19821160.80001523,20275234.728519883,1.0229085437066987
2016-10-25,19931016.783881027,20388885.828071445,1.0229726887070163
2016-10-26,19809638.43931743,20259882.738632694,1.0227285470501892
2016-10-27,19713322.85061963,20162256.097370505,1.0227730885428463
2016-10-28,19761692.45359923,20217396.26041457,1.0230599584466433
2016-10-31,19703772.06248543,20161581.84829707,1.0232346265659091
2016-11-01,19694840.72084723,20143186.316105507,1.0227646215378476
2016-11-02,19589822.85061963,20039056.09737051,1.0229319708593827
2016-11-03,19627973.326808028,20065164.34674082,1.0222738747731877
2016-11-04,19565479.786862228,20005323.695662696,1.0224806093994083
2016-11-07,19667606.94997603,20109463.456405196,1.022466205855802
2016-11-08,19921003.71606943,20360543.38019176,1.022064132429621
2016-11-09,19503341.83746663,19934545.06451332,1.0221091970104492
2016-11-10,19851406.62789298,20281481.466602948,1.0216647035029587
2016-11-11,19570346.793987982,19990759.094936695,1.0214821078734213
2016-11-14,19639847.989457857,20052821.259765383,1.0210273150041282
2016-11-15,19598149.82482686,20009006.063573692,1.0209640319325635
2016-11-16,19615570.768998157,20031240.364474256,1.0211907978804804
2016-11-17,19635429.273750156,20058375.65740832,1.021539961146843
2016-11-18,19563452.422582157,19989401.896368943,1.02177271498844
2016-11-21,19687445.747983206,20106908.715709385,1.0213061142159159
2016-11-22,19774779.417724706,20200120.054518446,1.0215092481088561
2016-11-23,19807856.104650106,20244951.565890633,1.0220667728466541
2016-11-24,19898228.465347905,20329153.55577782,1.0216564550547984
2016-11-25,19917639.563575506,20353708.42588782,1.0218936014441078
2016-11-28,20029518.771387104,20467074.13064251,1.0218455253093983
2016-11-29,19913687.593991507,20349020.848118134,1.0218610065098128
2016-11-30,19968736.641614705,20413354.34937751,1.0222656904010754
2016-12-01,19955859.478500903,20394314.58863501,1.021971246620897
2016-12-02,19965386.329668906,20405588.34967438,1.0220482595596625
2016-12-05,19832948.068327505,20278743.718821883,1.0224775282503915
2016-12-06,20029329.245723106,20472397.00134626,1.0221209482448228
2016-12-07,20090673.967118707,20536000.981120635,1.0221658573888945
2016-12-08,20342001.910607707,20798684.18743157,1.0224502130533042
2016-12-09,20408179.073721506,20857873.94817407,1.022035031779568
2016-12-12,20384090.648137506,20833237.067654382,1.022034165137404
2016-12-13,20414028.285587307,20873749.699100632,1.0225198773648168
2016-12-14,20247574.747493904,20704944.42668907,1.0225888623649495
2016-12-15,20256431.831439704,20709435.775017194,1.0223634620029374
2016-12-16,20235045.851628106,20676644.72163751,1.0218234677226528
2016-12-19,20085091.837346304,20527781.199855633,1.0220406939681594
2016-12-20,20039869.476648506,20485079.209968448,1.022216199254128
2016-12-21,19951703.887950704,20393952.56870626,1.022165960523434
2016-12-22,19801393.577857304,20239771.947669696,1.022138763521301
2016-12-23,19731177.989159506,20169845.306407508,1.022232190976586
2016-12-26,19828497.592139106,20271785.469451573,1.0223561001156338
2016-12-27,19791954.364139106,20237460.818076573,1.0225094725735968
2016-12-28,19950139.555816505,20401677.62238282,1.0226333287194809
2016-12-29,19812574.443307105,20263109.23049095,1.0227398407245374
2016-12-30,19995827.981400505,20450614.502902508,1.0227440705093598
2017-01-03,20029839.555816505,20483977.62238282,1.0226730756030662
2017-01-04,20127432.471870705,20580136.274054695,1.0224918803139282
2017-01-05,20308186.009964105,20765341.546466257,1.0225108996085546
2017-01-06,20320469.945077904,20773756.65583376,1.0223069009713357
2017-01-09,20239165.454607707,20695884.88468157,1.022566119689974
2017-01-10,20299497.108191706,20754246.41657626,1.0224019987273991
2017-01-11,20366912.696889505,20824923.057838447,1.0224879621062495
2017-01-12,20518796.155814905,20975079.917835634,1.022237355376788
2017-01-13,20461828.285587307,20918199.699100632,1.0223035501590432
2017-01-16,20255729.237964105,20709916.19784126,1.0224226417395974
2017-01-17,20307092.305775706,20767208.645720948,1.0226579134529454
2017-01-18,20187136.009964105,20647191.546466257,1.0227895396491644
2017-01-19,20147125.223682307,20597652.676059384,1.0223618728416646
2017-01-20,20154052.386796106,20606792.436801884,1.0224639710821826
2017-01-23,20305521.989775706,20760482.599845946,1.0224057579164585
2017-01-24,20259571.989775706,20717832.599845946,1.0226194615711284
2017-02-02,20114583.728434306,20574887.968993448,1.0228841047258885
2017-02-03,20176967.187359706,20641844.828990635,1.0230400157424135
2017-02-06,20363027.736809507,20834556.065936882,1.0231561011074504
2017-02-07,20475374.502902906,20952035.989723448,1.0232797444927302
2017-02-08,20419045.370205104,20894258.651211258,1.0232730410452768
2017-02-09,20431317.730902907,20913510.641098447,1.0236006760085872
2017-02-10,20609639.615412306,21093654.381615322,1.023484872867018
2017-02-13,20690261.976110104,21173406.371502507,1.0233512942441358
2017-02-14,20707905.204110105,21193731.022877507,1.0234608867472976
2017-02-15,20892513.544619504,21377724.066144384,1.0232241333953729
2017-02-16,20793168.035089705,21285745.83729657,1.0236894061249162
2017-02-17,20717086.381505705,21211234.305401884,1.0238521920890047
2017-02-18,20798429.609505706,21288458.956776883,1.0235608820700202
2017-02-20,20789693.153505705,21275909.654026885,1.0233873822442248
2017-02-21,20810909.218391906,21297994.544659384,1.0234052881186473
2017-02-22,20849836.381505705,21332984.305401884,1.0231727441431984
2017-02-23,20813207.485639904,21290084.60035032,1.022912235658028
2017-02-24,20785567.959975906,21275007.47105407,1.0235470838237672
2017-03-01,20737050.089748304,21222677.25231907,1.0234183338743463
2017-03-02,20757492.841559906,21250093.654323757,1.0237312288398137
2017-03-03,20691308.906446107,21187378.54495626,1.0239747828787964
2017-03-06,20773192.841559906,21260493.654323757,1.0234581566964964
2017-03-07,20808236.069559906,21296868.305698756,1.0234826361304918
2017-03-08,20771508.906446107,21261528.54495626,1.0235909505042304
2017-03-09,20681351.822500303,21181337.196628135,1.024175662133646
2017-03-10,20712420.168916304,21207075.664733447,1.0238820713264347
2017-03-13,20756305.836782105,21261600.718410008,1.0243441624729037
2017-03-14,20804209.539118107,21316848.24048876,1.0246411045037178
2017-03-15,20810352.767118108,21325572.89186376,1.0247578755877573
2017-03-16,20957024.651627507,21472466.632380635,1.0245951889317026
2017-03-17,21037193.309989303,21542921.10018907,1.024039698772917
2017-03-20,21053577.721291505,21558794.458926883,1.0239967165829706
2017-03-21,21149293.309989303,21654621.10018907,1.0238933652672493
2017-03-22,21022248.588593706,21524917.120414697,1.0239112638071328
2017-03-23,21013725.439761706,21522340.881454073,1.0242039634119315
2017-03-24,20970664.653479904,21476702.011047196,1.0241307257509036
2017-03-27,21008937.014177706,21521054.000934385,1.024376149369722
2017-03-28,21026300.633291505,21532793.064426884,1.0240885184687902
2017-03-29,21095573.233345706,21600775.670223758,1.0239482677853702
2017-03-30,21151863.940459505,21653466.12821626,1.023714325563398
2017-03-31,21054359.926177707,21556652.606434382,1.0238569437407667
2017-04-05,21170111.182741303,21684904.301373135,1.024316977562759
2017-04-06,21052136.540513705,21573198.734013133,1.0247510361951468
2017-04-07,20981095.833399903,21506108.27602063,1.0250231182770233
2017-04-10,21074879.768513706,21591273.385388132,1.0245028025092664
2017-04-11,21006820.714983903,21530394.459290322,1.0249239878518581
2017-04-12,21024168.194097705,21545860.26590782,1.0248139221011643
2017-04-13,20996875.205454107,21523166.23044251,1.0250652070767032
2017-04-14,20858510.641722504,21370391.471714385,1.0245406222325377
2017-04-17,20873233.790554505,21381167.71067501,1.024334222728361
2017-04-18,20899839.40890593,21406935.926655132,1.0242631777128925
2017-04-19,20692463.45686828,21186217.537606943,1.0238615417525252
2017-04-20,20679241.40869198,21169303.125489444,1.0236982443945686
2017-04-21,20792263.532557778,21290177.481916007,1.023947077651193
2017-04-24,20779372.037309777,21286812.774850067,1.0244204077307615
2017-04-25,20985820.77298718,21501330.276406318,1.024564657679851
2017-04-26,21042877.30815518,21560627.991570696,1.0246045574392464
2017-04-27,21021282.65934898,21525709.395589758,1.023996001786144
2017-04-28,20981939.74329478,21484950.74391788,1.0239735223138198
2017-05-02,21265340.91698558,21789883.26910913,1.0246665385789595
2017-05-03,21326384.14498558,21849607.92048413,1.0245341062948814
2017-05-04,21438315.32238118,21965261.203008506,1.02457963103459
2017-05-05,21274693.437871777,21795017.46249163,1.0244574158560429
2017-05-08,21373192.96168338,21900709.21312132,1.0246812094189035
2017-05-09,21336213.82898558,21860931.87460913,1.0245928377841205
2017-05-10,21309833.450067654,21830606.977298755,1.0244381791369397
2017-05-11,21370008.821613405,21897333.951812945,1.0246759434963923
2017-05-12,21400116.476142656,21926888.25499532,1.0246153697079137
2017-05-15,21468308.916008454,21998188.65729688,1.0246819506539384
2017-05-16,21463559.704142652,21985312.90637032,1.0243087917111422
2017-05-17,21411979.783310656,21941561.31878469,1.0247329551416264
2017-05-18,21341964.194612857,21870284.677522507,1.0247550074628562
2017-05-19,21330848.129726656,21860549.786890004,1.024832658033187
2017-05-22,21382613.406478655,21919710.42844907,1.0251183993163193
2017-05-23,21401036.555310655,21932236.667409692,1.0248212328746862
2017-05-24,21402677.262424454,21930777.125402194,1.0246744767723475
2017-05-25,21414868.208894655,21948548.19930438,1.0249210027913251
2017-05-26,21438401.793550506,21978172.300127443,1.025177740009487
2017-05-31,21358172.109550506,21898048.346002445,1.0252772678149984
2017-06-01,21342490.695322905,21883267.43001744,1.0253380330540824
2017-06-02,21384590.695322905,21925617.43001744,1.0252998405441947
2017-06-03,21408990.695322905,21949417.43001744,1.0252429805022336
2017-06-05,21471765.576906905,22012653.61328713,1.0251906641977293
2017-06-06,21463424.869793106,22000563.15529463,1.0250257490945667
2017-06-07,21433731.641793106,21974038.50391963,1.02520824983518
2017-06-08,21540962.507242903,22087625.78674088,1.025377848334965
2017-06-09,21462646.918545105,22009949.145478696,1.0255002204066772
2017-06-12,21412390.146545105,21960223.796853695,1.0255848901761666
2017-06-13,21460585.344129104,22008636.02599838,1.0255375458348905
2017-06-14,21393215.264961105,21938437.613584008,1.025485759941653
2017-06-15,21418688.413793106,21956613.85254463,1.0251147702585335
2017-06-16,21441542.116129104,21989761.37462338,1.0255680890639804
2017-06-19,21535180.541713107,22082548.25514307,1.0254173728597131
2017-06-20,21579291.804183304,22122695.374920256,1.0251817147507876
2017-06-21,21578378.260183305,22123894.677670255,1.0252806958386462
2017-06-22,21665018.179162905,22216760.886589315,1.0254669856661864
2017-06-23,21635233.455914903,22195371.52814838,1.0258900868056193
2017-06-26,21951956.596987903,22520966.963604003,1.0259207129944024
2017-06-27,22060255.332665306,22638584.465160254,1.026215885708204
2017-06-28,21917760.923215505,22492146.485089004,1.0262063978106954
2017-06-29,22124530.050006703,22698778.398762755,1.0259552789351056
2017-06-30,22078907.689308904,22654026.408875566,1.0260483320850673
2017-07-03,22148648.635779105,22718547.482777756,1.0257306374023214
2017-07-04,22065090.895582806,22632373.130467568,1.0257094900523762
2017-07-05,22223171.889326703,22791504.641839758,1.0255738809627806
2017-07-06,22142354.019099105,22712524.423104756,1.0257502162377967
2017-07-07,22052627.167931106,22622600.66206538,1.0258460586030824
2017-07-10,21998579.925649308,22566212.488908507,1.0258031457111179
2017-07-11,22139350.316763107,22700576.901026007,1.0253497314163713
2017-07-12,22093850.663431183,22660910.967008945,1.0256659788380094
2017-07-13,22131682.317015182,22703272.498903632,1.0258267841414388
2017-07-14,22191299.399108578,22768394.89118507,1.026005484478285
2017-07-17,22297223.32831578,22883314.57571413,1.0262853916278472
2017-07-18,22362154.98189978,22948576.107608818,1.0262238199397016
2017-07-19,22317962.23008818,22900359.705604132,1.0260954593215856
2017-07-20,22311403.41339038,22889558.412966944,1.025912982203064
2017-07-21,22176911.45027658,22759595.752224445,1.0262743666201815
2017-07-24,22308577.03897438,22888022.39348663,1.0259741064389687
2017-07-25,22303534.12292018,22880563.741814755,1.025871667499618
2017-07-26,22244332.39016818,22817303.797505695,1.025758085128721
2017-07-27,22347322.86044998,22924266.62203757,1.0258171309910529
2017-07-28,22300104.75086598,22871755.78739288,1.0256344552150456
2017-07-31,22181055.46641078,22755794.65267288,1.025911264102488
2017-08-01,22287565.77650418,22868775.273709442,1.026077746804363
2017-08-02,22483709.54552298,23074162.754743192,1.0262613786228076
2017-08-03,22405348.44729538,22994407.884633195,1.026291018803991
2017-08-04,22609968.743626103,23207772.794256985,1.0264398441859592
2017-08-07,22771216.2978537,23362476.96711699,1.0259652651632412
2017-08-08,22728669.90966234,23319795.730856825,1.026007937267952
2017-08-09,22503278.1309201,23091339.13624658,1.026132237352498
2017-08-10,22281476.70208218,22867507.620756254,1.0263012603028825
2017-08-11,22249784.864452824,22829986.41727122,1.0260767264201889
2017-08-14,22136571.33974682,22708304.153760813,1.0258275233882959
2017-08-15,22185590.92203386,22764501.008151058,1.0260939673931446
2017-08-16,22215384.91586766,22792825.98797356,1.0259928456919716
2017-08-17,22435189.99760089,23031971.63521758,1.0266002488804644
2017-08-18,22315447.9473733,22907117.53883592,1.0265139016190918
2017-08-21,22297288.865183808,22892059.955832545,1.026674592334741
