date,nav_base,nav_l4,rel_l4_vs_base
2019-08-15,27851212.95547138,28100046.029670525,1.0089343711743175
2019-08-16,28121214.832603853,28385407.496909183,1.00939478133779
2019-08-19,28215506.646644954,28479619.459060553,1.0093605553755671
2019-08-20,28255339.390802804,28513386.66980307,1.0091326908316756
2019-08-21,28114130.320919555,28377041.91839422,1.0093515820860741
2019-08-22,28178720.335855525,28434437.23735015,1.009074823073823
2019-08-23,28213997.1879288,28471943.785972912,1.009142504563461
2019-08-26,27862959.99321502,28119604.850702282,1.0092109688830533
2019-08-27,27965392.211025,28227343.053488374,1.0093669647286443
2019-08-28,27945099.40811778,28201969.60817533,1.0091919587154137
2019-08-29,27994635.718907204,28254151.829885736,1.0092702085351037
2019-08-30,28412340.16946313,28670623.554413848,1.0090905354296833
2019-09-02,28412347.650447045,28679976.261178154,1.0094194472777718
2019-09-03,28263277.99546655,28530196.26724235,1.0094439955555974
2019-09-04,28413266.884021435,28683232.01675897,1.0095013760240767
2019-09-05,28577956.582815323,28851422.926309366,1.0095691356623617
2019-09-06,28762646.281609215,29037013.83585976,1.0095390233417423
2019-09-09,29027704.98886016,29301654.98994734,1.0094375356643701
2019-09-10,29381455.167809527,29658476.37242325,1.0094284371904503
2019-09-11,29446280.410274103,29727105.58350173,1.0095368640559996
2019-09-12,29420040.99537135,29703890.82602868,1.0096481793041006
2019-09-16,29436557.262347378,29722512.132124495,1.0097142769525866
2019-09-17,29544835.387177907,29835256.315986272,1.0098298374319055
2019-09-18,29731457.01989064,30016959.27624541,1.009602699799198
2019-09-19,29699117.604987886,29988644.51877236,1.0097486705711367
2019-09-20,29714974.91928471,30015107.048470814,1.0101003662295311
2019-09-23,29665442.385332648,29965264.436279185,1.0101067783534816
2019-09-24,29585146.478312097,29884308.4552035,1.0101118977764976
2019-09-25,29455011.15638879,29751437.716654763,1.010063705584497
2019-09-26,29451477.63357061,29743633.621301465,1.0099199093290259
2019-09-27,29301382.431525044,29597562.9713101,1.0101080739271333
2019-10-01,29661045.1733039,29965092.562636293,1.0102507308004793
2019-10-02,29583703.359262794,29884380.60048492,1.0101636106058365
2019-10-03,29399118.56368736,29698538.869892612,1.0101846695014551
2019-10-04,29499519.163720578,29798269.431375496,1.010127292787278
2019-10-07,29539002.89674455,29838048.125279684,1.0101237414675257
2019-10-08,29691021.562858924,29989669.99407307,1.0100585434752347
2019-10-09,29530235.6409024,29825368.694041453,1.0099942667822894
2019-10-14,29735951.381530557,30028410.992180835,1.0098352195595777
2019-10-15,29741611.9666278,30032877.28150379,1.0097931919494751
2019-10-16,29803997.288551107,30099448.020052526,1.0099131243584871
2019-10-17,29864365.354632266,30159835.96934378,1.0098937516737045
2019-10-18,29741880.21133607,30038771.553922936,1.009982265427648
2019-10-21,29844310.451413807,30141036.790385693,1.009942475952157
2019-10-22,29913945.773337115,30215557.52893443,1.010082646999586
2019-10-23,29856277.91746175,30154294.178194065,1.0099816950242821
2019-10-24,30048022.309268303,30350409.668151658,1.0100634695944726
2019-10-25,30087246.05722825,30386633.681011774,1.0099506489631542
2019-10-28,30189042.95311492,30487701.14524913,1.0098929334261453
2019-10-29,30241750.434098836,30540403.852013435,1.0098755334472258
2019-10-30,30456347.613876637,30758747.468328133,1.0099289599096155
2019-10-31,30527851.99074722,30829817.63932979,1.009891480365998
2019-11-01,30612239.711808875,30925335.58255685,1.010227800177169
2019-11-04,30876055.27380992,31190371.55756834,1.0101799365550765
2019-11-05,31049398.076717142,31358295.002881385,1.0099485640720318
2019-11-06,31254902.453587726,31560265.17388304,1.009770074334699
2019-11-07,31165105.55770106,31466197.709645692,1.0096611946777196
2019-11-08,31125075.917656537,31427563.034665816,1.0097184378862087
2019-11-11,30839652.20194754,31135217.27913389,1.0095839303002154
2019-11-12,30908652.20194754,31198917.27913389,1.0093910622595204
2019-11-13,30671950.329157066,30959349.082411993,1.0093700840726036
2019-11-14,30522602.160513144,30803393.98293563,1.009199471950191
2019-11-15,30740021.499351554,31029269.567465894,1.009409494658956
2019-11-18,30875397.825076953,31166497.108132232,1.0094281953775783
2019-11-19,30889414.09205298,31181118.414228044,1.009443504538667
2019-11-20,30896324.677150227,31188753.656754993,1.0094648467952254
2019-11-21,30623444.96342036,30910517.428248666,1.0093742707644817
2019-11-22,30701594.57458746,30993436.506569885,1.009505758121892
2019-11-25,30813540.16546593,31103938.078240033,1.0094243605640474
2019-11-26,30684629.08627176,30972002.085084844,1.0093653730669228
2019-11-27,30920298.425110172,31211527.669615112,1.0094187074296939
2019-11-28,30837662.114320744,31130745.44790471,1.0095040711094587
2019-11-29,30561725.51964018,30856387.07411696,1.0096415221806576
2019-12-02,30590887.093603544,30882733.799805578,1.009540315235352
2019-12-03,30576021.426660735,30873393.055192646,1.0097256482255281
2019-12-04,30583860.84156349,30879807.812665697,1.0096765732958088
2019-12-05,30599958.263798032,30891454.28485948,1.0095260267529942
2019-12-06,30486881.727866843,30779802.145642255,1.0096080806292387
2019-12-09,30629860.84156349,30925807.812665697,1.009662040994343
2019-12-10,30523517.049790148,30816022.884190988,1.009582966272324
2019-12-11,30597593.58572134,30891475.023408215,1.0096047238768482
2019-12-12,30719198.278734006,31010799.60381541,1.0094924783659889
2019-12-13,30879216.944848385,31175268.11458955,1.009587392396314
2019-12-16,30800743.19688844,31094094.10172943,1.0095241502117593
2019-12-17,31036591.292841546,31332372.68893255,1.0095300863841714
2019-12-18,31238677.498689204,31540750.141041514,1.0096698281278067
2019-12-19,31171836.10605421,31478512.417245127,1.0098382498274254
2019-12-20,30913367.472190782,31209672.163799185,1.0095850020828354
2019-12-23,31152554.06687134,31450480.53758693,1.009563468538601
2019-12-24,31035033.42302473,31330289.060489457,1.0095136239565212
2019-12-25,31041372.837927487,31336603.81796251,1.0095108866987448
2019-12-26,31086919.733814158,31386021.282199863,1.0096214597955282
2019-12-27,31226172.1329525,31527318.48687819,1.009644036824094
2019-12-30,31158493.30314699,31462488.97193209,1.009756430319896
2019-12-31,30992046.79609322,31293102.429373518,1.0097139642070445
2020-01-02,31020725.625898734,31316731.944319617,1.0095422112941728
2020-01-03,31119787.799895313,31420309.23149112,1.009656924190107
2020-01-06,30871631.834125392,31177397.015844908,1.0099044061992708
2020-01-07,30907531.51798331,31217642.606439374,1.0100335120025883
2020-01-08,30748492.208022323,31047282.61856776,1.0097172377924757
2020-01-09,30938778.129978843,31239083.918599382,1.0097064527680732
2020-01-10,31032298.77382546,31337775.395696856,1.0098438283318236
2020-01-13,31376427.498689204,31683800.141041514,1.009796291893497
2020-01-14,31525358.727633063,31831926.860665936,1.00972449308766
2020-01-15,31389830.07645466,31697753.668847732,1.0098096610157836
2020-01-16,31380872.595470745,31687800.962083425,1.0097807467169342
2020-01-17,31510085.369500544,31814858.810737807,1.0096722505719473
2020-01-20,31688508.591112614,31997603.8156415,1.009754173934698
2020-01-30,30448600.037399262,30743617.992065795,1.0096890482420922
2020-01-31,30658506.992035303,30950841.69087367,1.0095351903115932
2020-02-03,30460025.47920031,30738788.8191719,1.0091517763227724
2020-02-04,30708550.49991751,30993150.467271037,1.0092677760011595
2020-02-05,30886383.317760702,31171369.23154001,1.0092269111228518
2020-02-06,31154482.402579926,31440859.301904794,1.0091921571870233
2020-02-07,30951979.014575463,31247650.6140648,1.0095525911073442
2020-02-10,30924683.10755491,31215444.632989116,1.009402247532269
2020-02-11,30961360.948494304,31251012.66477355,1.0093552643490413
2020-02-12,31013462.747599434,31307129.30796899,1.0094690026315196
2020-02-13,31112525.910462134,31406768.07830216,1.0094573538865605
2020-02-14,31148365.325364888,31433682.835775208,1.0091599513306715
2020-02-17,31191042.177438162,31476689.384397972,1.0091579885447506
2020-02-18,31243942.77747138,31529119.945880853,1.0091274385707525
2020-02-19,31602602.131245766,31890740.849367056,1.0091175630704285
2020-02-20,31571288.968383066,31852852.07903389,1.0089183280078553
2020-02-21,31315763.947665866,31596790.430934757,1.0089739622427394
2020-02-24,30959045.807899367,31244700.928117048,1.0092268709439616
2020-02-25,30929482.645036664,31213162.157783877,1.009171815642792
2020-02-26,30717462.00119005,31005170.680686407,1.009366290726923
2020-02-27,30674787.126849018,30963687.098386977,1.009418157340205
2020-03-02,30270782.076259874,30563934.81237598,1.0096843462906766
2020-03-03,30563821.38622086,30832108.34757309,1.0087779259655398
2020-03-04,30703547.111913044,30968603.094521046,1.0086327479245927
2020-03-05,31015276.22560969,31271423.23667411,1.0082587370559324
2020-03-06,30587421.775053762,30840341.416415624,1.0082687466508908
2020-03-09,30016870.817444067,30268033.14932894,1.0083673722491724
2020-03-10,29866896.428773794,30121150.25381334,1.008512897402845
2020-03-11,29692383.844561316,29956612.693726934,1.0088988762420978
2020-03-12,28786304.351826444,29107722.694380302,1.0111656688759167
2020-03-13,28302960.853836235,28557264.3031397,1.0089850475579836
2020-03-16,27324937.663483888,27697037.064309258,1.013617575469262
2020-03-17,26470424.52509731,27095597.965461515,1.0236178093695272
2020-03-18,26082122.36297516,26743326.249050457,1.0253508467169032
2020-03-19,24694200.537093926,25592925.198465437,1.0363941590261854
2020-03-20,26161473.599282846,26792696.53388561,1.024127957938121
2020-03-23,25346265.28306781,26084502.691496283,1.0291260822919597
2020-03-24,25949969.85459859,26623187.95970219,1.0259429243608273
2020-03-25,26584220.075654622,27219292.62028155,1.023889079417023
2020-03-26,26600271.1684074,27192492.052734476,1.0222637160567913
2020-03-27,26751890.6131821,27344097.44811939,1.0221370086884805
2020-03-30,26580120.935836352,27139419.339905977,1.0210419811640343
2020-03-31,26607377.60658126,27201552.86128813,1.0223312219449956
2020-04-01,26292327.849037997,26879755.717167214,1.0223421779730588
2020-04-06,26631307.951600764,27228722.867352325,1.022432804158072
2020-04-07,26813780.184346713,27378706.38909435,1.0210685028691862
2020-04-08,27034318.304015167,27590530.313397095,1.0205742938707398
2020-04-09,27036176.56365941,27566919.904772177,1.0196308579307831
2020-04-10,27410190.08409859,27935186.38070914,1.019153325642755
2020-04-13,26953923.677077334,27527210.71979878,1.0212691498866635
2020-04-14,27386548.561274085,27923349.322873477,1.019600891306123
2020-04-15,27737877.432513993,28267102.134017836,1.0190794952783047
2020-04-16,27396398.034926213,27918020.31491705,1.0190398124354103
2020-04-17,27599168.07873961,28066531.230531637,1.0169339579533214
2020-04-20,27557798.423759114,28061501.236595836,1.0182780498315298
2020-04-21,27012334.829634592,27583633.20713241,1.0211495370948482
2020-04-22,27031040.721719168,27621793.869252168,1.0218546209010124
2020-04-23,27018401.306816414,27592579.111779116,1.0212513611905618
2020-04-24,27009661.430389937,27584006.920354035,1.021264446111045
2020-04-27,27444307.873614077,27996196.930161417,1.0201094179196972
2020-04-28,27890557.21007349,28397434.895275354,1.0181738099165258
2020-04-29,28171928.737844456,28626933.085933056,1.0161509832117874
2020-04-30,28429052.38086263,28820502.329191733,1.013769363223398
2020-05-04,27944022.909589507,28431413.19560974,1.0174416649885074
2020-05-05,28049624.498488843,28500405.24025429,1.0160708298176944
2020-05-06,27944254.843508348,28413375.246318486,1.016787722751502
2020-05-07,27952591.70992851,28404561.30988735,1.0161691482725126
2020-05-08,28145431.454854466,28595281.480889007,1.0159830566731978
2020-05-11,28437615.545454916,28850587.880396996,1.0145220450808186
2020-05-12,28222218.365677107,28655544.264082294,1.0153540693644474
2020-05-13,28278715.261563778,28709161.72831965,1.0152215708095103
2020-05-14,28117054.3925754,28567600.333715353,1.0160239381710954
2020-05-15,28099141.229712702,28527761.563382182,1.0152538588338154
2020-05-18,28093141.229712702,28579461.563382182,1.0173109987841134
2020-05-19,28414534.916544273,28866991.722255453,1.0159234281694238
2020-05-20,28512810.463609345,28961682.378311012,1.0157428155065442
2020-05-21,28571066.14548813,28996018.441879876,1.0148735190429305
2020-05-22,28183760.884693198,28650991.55731799,1.0165780101007935
2020-05-25,28264341.124770932,28716056.793780744,1.015981822007304
2020-05-26,28494042.997561406,28921074.99050264,1.0149867111865376
2020-05-27,28514167.345554568,28907229.56484564,1.013784804393117
2020-05-28,28479990.493481293,28910623.016222876,1.0151205290198446
2020-05-29,28509070.239462104,28908337.502057396,1.0140049205127226
2020-06-01,28658313.50488757,29067393.422575675,1.014274389091959
2020-06-02,28896618.723524332,29302837.09017359,1.014057643578851
2020-06-03,29325955.620141063,29719285.158529192,1.0134123349118755
2020-06-04,29333921.70081378,29727845.228464406,1.0134289418124307
2020-06-05,29312173.822083868,29685916.48930222,1.0127504247718664
2020-06-08,29543337.496433254,29895580.465340447,1.0119229240416632
2020-06-09,29533984.682774223,29883679.315600883,1.0118404149180256
2020-06-10,29669268.997421853,30011542.070730116,1.0115362826545542
2020-06-11,29264407.620944798,29601854.02676382,1.011530949479309
2020-06-12,29001573.58945455,29346756.136996124,1.0119022006332472
2020-06-15,28778848.25259527,29119542.90201208,1.0118383698481084
2020-06-16,29165287.425041284,29500054.803606045,1.0114782814818868
2020-06-17,29300458.87912691,29639001.440737292,1.0115541726840174
2020-06-18,29115896.42123919,29446648.001488447,1.011359828166169
2020-06-19,28962365.192295335,29308471.281864025,1.0119502011410575
2020-06-22,29045234.847275827,29399401.275799826,1.0121936155925837
2020-06-23,29066751.114251856,29434772.581895642,1.0126612522396197
2020-06-24,29133212.68821522,29492119.30758426,1.0123195001941623
2020-06-29,29046556.017470315,29411671.760853726,1.0125700183926731
2020-06-30,29225077.500877406,29589333.77762469,1.0124638258610725
2020-07-01,29365090.346830357,29703422.54795786,1.011521578756662
2020-07-02,29570865.935729694,29902448.59260241,1.011213153432618
2020-07-03,29613901.257652998,29915666.76918364,1.0101899951953361
2020-07-06,30028552.42546849,30332049.634821214,1.0101069543763725
2020-07-07,29920491.55648011,30219488.240216922,1.0099930404944184
2020-07-08,29973203.130443472,30269084.965905536,1.0098715453992149
2020-07-09,29876192.261455093,30148923.57130124,1.0091287171892387
2020-07-10,29774768.513495147,30048099.55844112,1.009179955331041
2020-07-13,29751282.381332833,30017423.659858614,1.0089455397288276
2020-07-14,29792522.089891814,30047790.870601133,1.0085682165457193
2020-07-15,29901238.640758973,30158788.328774292,1.008613345122909
2020-07-16,29726128.760636717,29999788.417331662,1.0092060307919182
2020-07-17,29807352.50859666,30099212.43019178,1.0097915412484537
2020-07-20,29816155.61270999,30108394.965954427,1.0098013760405737
2020-07-21,30030304.907735,30333059.634870104,1.010081640132036
2020-07-22,30080524.878857583,30384344.038211446,1.0101001947465154
2020-07-23,30008701.130897637,30302620.025351327,1.0097944557204133
2020-07-24,29761955.750224963,30065793.05223207,1.010208915857447
2020-07-27,29685862.347284526,29985789.045436148,1.0101033513745663
2020-07-28,29795451.463483416,30106728.06926415,1.0104471182845551
2020-07-29,29919084.597468693,30224601.24293866,1.0102114302486318
2020-07-30,30124467.415311884,30435470.007207632,1.0103239200085465
2020-07-31,30096927.400375914,30412374.6882517,1.0104810462436722
2020-08-03,29850812.648613878,30156893.873273984,1.010253698224672
2020-08-04,29944228.915589906,30255265.179369796,1.0103871856128497
2020-08-05,30083911.7334331,30394733.943638768,1.010331841582298
2020-08-06,30386560.502110243,30716169.60459802,1.010847200112197
2020-08-07,30349915.976891514,30680831.292228542,1.0109033354685064
2020-08-10,30303398.089437466,30632849.666065183,1.0108717700785692
2020-08-11,30140799.99512976,30470518.670677047,1.010939280828663
2020-08-12,30077185.29707095,30406943.46738913,1.0109637310493376
2020-08-13,30401266.103691388,30743436.191820573,1.0112551262490885
2020-08-14,30193364.44136906,30535186.092500776,1.0113210851939167
2020-08-17,30223962.756640006,30562263.58266367,1.0111931327055828
2020-08-18,30278186.216976404,30630023.695104007,1.0116201636255984
2020-08-19,30156291.275172107,30506216.910320185,1.0116037357496999
2020-08-20,29609467.545359515,29957161.614602827,1.0117426653725086
2020-08-21,29881827.544509657,30234786.023919336,1.0118118103346905
2020-08-24,29707172.90591575,30050311.009073,1.0115506818586875
2020-08-25,29750631.753999177,30103467.68462228,1.0118597794339501
2020-08-26,29822487.726415746,30170113.644722342,1.0116565030220024
2020-08-27,29723387.432276297,30074022.71446259,1.011796612448201
2020-08-28,29720181.821432713,30070000.468171667,1.0117704073562122
2020-08-31,29268717.119782448,29616665.84804568,1.0118880758196285
2020-09-01,29289952.364797138,29645404.40276699,1.012135630455892
2020-09-02,29186987.61803291,29533716.369623795,1.011879566200133
2020-09-03,29201634.941865336,29557487.534251083,1.0121860503048605
2020-09-04,28938261.497971106,29285107.919799235,1.011985738046235
2020-09-07,29144841.66834792,29494422.76131588,1.0119946128699546
2020-09-08,29257598.68896996,29623198.918640424,1.0124959069114683
2020-09-09,29109294.3445155,29474114.834053844,1.0125327836951528
2020-09-10,29195251.37335862,29566906.240372635,1.0127299766068518
2020-09-11,29223067.8048519,29592774.946494184,1.012651209110253
2020-09-14,29269427.20750206,29638852.246296942,1.0126215329113168
2020-09-15,29321427.199280974,29700036.997302696,1.0129123932286286
2020-09-16,29403161.070148226,29781574.470435143,1.0128698203361237
2020-09-17,29185663.811008815,29563391.212518975,1.0129422240986576
2020-09-18,29284410.364322394,29671430.14410372,1.0132158979800678
2020-09-21,29009396.323078327,29393927.82945463,1.0132554122151929
2020-09-22,28738455.439810127,29118779.44799188,1.0132339752558486
2020-09-23,28546212.18273488,28929445.173045162,1.0134250032143342
2020-09-24,27937110.631689254,28324265.182312395,1.0138580741482976
2020-09-25,28271371.988544665,28661210.175229277,1.0137891499161262
2020-09-28,28666156.43946973,29065464.259886984,1.0139295905002268
2020-09-29,28622130.605326284,29028195.15721268,1.0141870833267328
2020-09-30,28554180.302965753,28947638.97795868,1.0137793720855668
2020-10-05,28641327.920937624,29041287.835480466,1.013964433340762
2020-10-06,28876256.72538809,29288216.844402492,1.0142663961929734
2020-10-07,28772068.820648,29166766.714931708,1.0137180922492601
2020-10-08,28858202.38093363,29265782.759815913,1.0141235539727023
2020-10-12,28926280.899465736,29326786.08747243,1.0138457200702249
2020-10-13,28700346.37641337,29108421.91237496,1.0142184881885938
2020-10-14,28656453.102895956,29060707.139439754,1.0141069111062786
2020-10-15,28492478.642899953,28889662.215104308,1.013939944544043
2020-10-16,28367340.738159858,28771112.08563352,1.014233669317142
2020-10-19,28455052.816977594,28859431.458174244,1.0142111365527102
2020-10-20,28399528.65934212,28796192.713092797,1.0139672759540743
2020-10-21,28324014.9122375,28714281.328703456,1.0137786404108036
2020-10-22,28517071.92463845,28887192.23703376,1.0129789030715852
2020-10-23,28462140.738159858,28845162.08563352,1.0134572220339046
2020-10-26,28589451.29479698,28979560.943155307,1.0136452303451282
2020-10-27,28510494.26595386,28911069.536836516,1.0140500991370398
2020-10-28,28469660.705668226,28861853.49195231,1.0137758152560632
2020-10-29,28190118.145892054,28577297.849646702,1.013734589608702
2020-10-30,28121846.362063624,28489294.998049222,1.0130663055069273
2020-11-02,28498765.747421756,28899816.20918,1.0140725554682848
2020-11-03,28662375.444211368,29067484.439242512,1.0141338248750404
2020-11-04,28675375.452432454,29077349.688236754,1.0140180984367966
2020-11-05,28887716.025119033,29290926.641451262,1.013957857242214
2020-11-06,28982878.406297304,29368052.19324598,1.0132897009589286
2020-11-09,29315575.008167405,29704535.740884177,1.0132680574270982
2020-11-10,29501946.767332576,29907642.845498923,1.0137515019386982
2020-11-11,30093645.331629016,30502759.33524549,1.0135946974554952
2020-11-12,29725890.398895655,30130543.390139405,1.0136128131340612
2020-11-13,29774526.945930485,30182411.631462816,1.013699115565229
2020-11-16,30088919.505706653,30489570.164060425,1.013315554859914
2020-11-17,30125789.01974112,30534792.864257663,1.0135765355140915
2020-11-18,30290358.119180895,30694588.394122936,1.013345179787956
2020-11-19,30224986.33535246,30627635.542525455,1.0133217333071889
2020-11-20,30066722.285887305,30460517.97888212,1.0130973934987137
2020-11-23,30173653.480586983,30574813.3792766,1.0132950389633033
2020-11-24,29911719.637792952,30309295.815633263,1.0132916523240603
2020-11-25,29854900.832492627,30251291.216027748,1.0132772299515966
2020-11-26,30000883.69547919,30395128.628270846,1.0131411106683854
2020-11-27,29858186.077507317,30256729.77074906,1.0133478869817203
2020-11-30,29540491.446284637,29961394.414213475,1.0142483400688913
2020-12-01,29753134.40922043,30152987.75890044,1.0134390328151812
2020-12-02,29750496.496259253,30155972.38043541,1.0136292140276428
2020-12-03,29686555.9071305,30090664.92923241,1.013612526268325
2020-12-04,29885629.359245814,30305709.79267851,1.0140562685959542
2020-12-07,29792084.417441517,30202803.007894687,1.013786164965776
2020-12-08,29538127.119122207,29951116.418298878,1.013981566858019
2020-12-09,29434643.264697123,29826276.954454914,1.0133051957258643
2020-12-10,29399724.4593968,29788514.108688775,1.0132242616705107
2020-12-11,29572532.479678437,29950225.077908423,1.0127717366948377
2020-12-14,29553502.969707817,29920302.187351048,1.0124113617942077
2020-12-15,29379148.625253357,29758468.102764465,1.0129111800464177
2020-12-16,29720500.58767969,30099901.04487284,1.0127656146326964
2020-12-17,29676781.480018836,30050390.266013324,1.0125892622906576
2020-12-18,29539984.861706566,29910426.220386636,1.012540336781292
2020-12-21,29864933.140084635,30238667.028867695,1.0125141378026872
2020-12-22,29633974.451175716,29998698.85969453,1.0123076440225636
2020-12-23,29537508.019682433,29904980.15357298,1.0124408644644525
2020-12-24,29589074.451175716,29953898.85969453,1.012329699907336
2020-12-25,29715657.305941194,30090971.022943385,1.0126301670913116
2020-12-28,29865583.140084635,30241267.028867695,1.0125791579900152
2020-12-29,29849247.895069946,30227828.47414638,1.0126830860330978
2020-12-30,30362597.459025983,30758529.77578805,1.0130401332526433
2020-12-31,30247795.790739097,30642937.763939433,1.0130634964588499
2021-01-04,30243921.338964175,30631408.088598233,1.0128120538765866
2021-01-05,30305355.20161034,30700030.312736437,1.0130232794996286
2021-01-06,30079719.678898375,30481031.32574386,1.0133416019540573
2021-01-07,30319581.741273943,30722870.200296097,1.0133012540365343
2021-01-08,30661857.86133575,31069534.44561741,1.0132958865743011
2021-01-11,30730448.458685588,31148106.430740025,1.0135910145475404
2021-01-12,30439101.666993648,30852562.709772144,1.0135832209275357
2021-01-13,30647581.853812635,31064858.049277276,1.0136153056856174
2021-01-14,30611103.40117896,31035668.993213993,1.013869659857432
2021-01-15,30320558.47581683,30739692.70641866,1.0138234337252108
2021-01-18,30232846.094638564,30655117.154623937,1.0139672943348943
2021-01-19,30324834.015820827,30752271.847593714,1.014095306557981
2021-01-20,29919123.718171913,30326281.93034139,1.0136086275789615
2021-01-21,30051464.31552175,30454428.826904632,1.0134091472931903
2021-01-22,29813420.163283773,30218584.251677774,1.0135899902183305
2021-01-25,29892340.262383148,30294764.59343815,1.0134624565197197
2021-01-26,29712122.839451347,30108926.32441574,1.0133549355294642
2021-01-27,29675784.92649017,30084810.94595071,1.0137831575634388
2021-01-28,29482930.58203571,29885626.861364126,1.0136586245457493
2021-01-29,29161882.6617033,29565221.824588344,1.0138310399079524
2021-02-01,29420795.04288157,29825047.376383062,1.0137403606160977
2021-02-02,29588935.632010326,29992454.82758606,1.0136375029029159
2021-02-03,29733025.523840006,30143383.646147948,1.0138014250174074
2021-02-04,29686944.32914033,30085638.245753467,1.0134299411954562
2021-02-05,29793999.673254393,30194957.142235152,1.0134576583667179
2021-02-17,30395991.216928795,30801697.474657174,1.0133473606711145
2021-02-18,30441945.56138325,30856481.55924375,1.013617263621493
2021-02-19,30387288.834900666,30813796.332178958,1.0140357206460762
2021-02-22,30360514.677265193,30780057.58709751,1.0138187021627298
2021-02-23,30719869.30763802,31133617.3529496,1.0134684181487943
2021-02-24,30646754.544431623,31066690.658676665,1.0137024660681841
2021-02-25,30886060.190906223,31308015.73441235,1.0136616823543705
2021-02-26,30473655.926800143,30897156.989259776,1.0138972843782483
2021-03-02,30459591.49462607,30876407.906928435,1.013684241706784
2021-03-03,30732131.37823467,31136071.476496078,1.0131439011922059
2021-03-04,30561876.034120604,30972502.580014393,1.0134359077117958
2021-03-05,30486327.042001296,30902452.64090374,1.0136495812804587
2021-03-08,30482810.610508014,30895433.934782192,1.0135362624380817
2021-03-09,30918024.635309912,31325455.751442797,1.0131777861276292
2021-03-10,30944579.987645064,31348689.896918725,1.0130591499201154
2021-03-11,31065979.987645064,31476539.896918725,1.0132157398362112
2021-03-12,31108973.25294139,31526089.420859687,1.0134082267687463
2021-03-15,31164112.16556217,31582039.611219823,1.013410535921491
2021-03-16,31441935.609456405,31853419.225671675,1.0130870955696352
2021-03-17,31292866.518237717,31693638.94480065,1.0128071497166728
2021-03-18,31271093.36026185,31680485.011614304,1.0130916961116778
2021-03-19,31041955.83000959,31443001.151837282,1.0129194604883751
2021-03-22,31041419.90814653,31451640.148168206,1.0132152537234296
2021-03-23,31078641.700196046,31496358.24875993,1.0134406307905421
2021-03-24,31073279.613157228,31491923.627224963,1.0134727978275737
2021-03-25,31233689.30994684,31659691.857287474,1.0136392003875434
2021-03-26,31315170.504646514,31730837.25768196,1.0132736544727983
2021-03-29,31498170.798785962,31918228.187941708,1.013335929627124
2021-03-30,31631210.38003403,32048285.57825536,1.0131855592375496
2021-03-31,31654214.73270957,32076484.91183618,1.0133400933396164
2021-04-01,31677647.301556684,32095331.39381953,1.0131854518199122
2021-04-06,31815544.617168028,32232674.07208732,1.013110869543129
2021-04-07,31869094.60894694,32286308.82309308,1.0130914988099162
2021-04-08,31706887.588324904,32121732.66576853,1.013083752742618
2021-04-09,31588295.322688185,32017967.953722674,1.0136022734574688
2021-04-12,31608514.43034904,32029828.73258219,1.0133291396266515
2021-04-13,31855482.521908123,32283724.20155811,1.0134432645732323
2021-04-14,32083735.858481895,32522708.225255344,1.0136820839290572
2021-04-15,32321080.78384402,32779134.512050677,1.0141719805494753
2021-04-16,32413686.127958085,32871653.408532362,1.0141288244344189
2021-04-19,32753590.75833091,33214613.174384452,1.0140754770814335
2021-04-20,32923644.103125762,33368862.447075926,1.0135227541202796
2021-04-21,32636528.377152637,33088587.622589733,1.0138513275742147
2021-04-22,32693985.40599576,33140829.02890852,1.013667456486685
2021-04-23,32649813.932748947,33089097.605559286,1.0134544004972021
2021-04-26,33096226.95789124,33540384.610324785,1.0134201899509165
2021-04-27,32625580.703495637,33059959.172616668,1.0133140455971865
2021-04-28,32468224.682533205,32906767.827187225,1.0135068408864973
2021-04-29,32390167.66191117,32828241.66986268,1.0135249070805723
2021-05-03,31979420.076823637,32394603.80831787,1.0129828411677524
2021-05-04,31713625.143240426,32132162.272528294,1.0131973915753076
2021-05-05,31692957.703866452,32107043.505517393,1.0130655461544513
2021-05-06,32090620.73722983,32507345.75927714,1.0129858822445228
2021-05-07,32241500.557782073,32658390.078082755,1.0129302145709238
2021-05-10,32497229.354011454,32923003.83801054,1.013101870296722
2021-05-11,31876001.271523315,32300649.208712354,1.0133218697531048
2021-05-12,30774046.783055004,31184697.210958842,1.013344050290128
2021-05-13,30596611.24390087,30937570.8007639,1.0111437032730544
2021-05-14,30969259.15601219,31357119.476598192,1.0125240425879127
2021-05-17,30331253.93736047,30778066.145373475,1.014731082629678
2021-05-18,31140390.402571753,31413131.9918667,1.008758451187318
2021-05-19,30983619.31604239,31234034.84178433,1.0080821908889217
2021-05-20,30934638.1295638,31271216.432478968,1.0108803051616597
2021-05-21,31281303.544208076,31578340.183587596,1.009495660529611
2021-05-24,31158384.444768306,31355100.79539545,1.006313432295434
2021-05-25,31316061.27035027,31508713.39886974,1.006151863315642
2021-05-26,31388625.017454892,31520115.931288835,1.004189126276185
2021-05-27,31456295.499263182,31543773.345569085,1.0027809328758357
2021-05-28,31546788.94538883,31642699.708337463,1.0030402702194086
2021-05-31,31695108.044828605,31790260.12459511,1.0030021061809262
2021-06-01,31730772.79159283,31840005.437533803,1.0034424830009157
2021-06-02,31879729.812214863,31982431.59485835,1.0032215386782901
2021-06-03,31836208.330746967,31950034.922514867,1.0035753815462367
2021-06-04,31740425.467760403,31846147.51027177,1.003330832556695
